ITEM_20150317_000001	$Elmo_vazio 
ITEM_20150918_006585	Líquido extraído de Gorge Metos. Usada como ingrediente no remédio para os sintomas de demência.
ITEM_20150918_006586	Registro de relíquias de Kepeck, transcrito literalmente. Descreve apenas a forma e o tamanho das relíquias.
ITEM_20150918_006587	Carta rasgada encontrada em um cadáver. Vamos achar um local para colocar as relíquias.
ITEM_20150918_006588	{memo X}Pergaminho que descreve os movimentos secretos do lendário ladrão, Zubeck. Concede 1 Ponto de Atributo quando utilizado.
ITEM_20150918_006589	Joia com a aura do fogo. Será útil para a Deusa Gabija.
ITEM_20150918_006590	Erva que dá uma sensação de lerdeza.
ITEM_20150918_006591	Flor de fragrância poderosa. Dizem que essa flor é habitada por almas.
ITEM_20150918_006592	Explosivo feito para impedir que os monstros entrem na Vila Andale.
ITEM_20150918_006593	A essência química da Erva Lânguida foi concentrada para ser usada nessa bomba.
ITEM_20150918_006594	Isca usada para atrair Sparnas. Feita com a combinação de grãos antigos.
ITEM_20150918_006595	Suprimentos solicitados pelo fornecedor para serem entregues na unidade Danus.
ITEM_20150918_006596	Bolsa com suprimentos roubados pelos Vubbes. Vamos levar para que Yukurt pesquise o comportamento estranho dos Vubbes.
ITEM_20150918_006597	Gordura com aroma de Patinho
ITEM_20150918_006598	Cheia de ferramentas usadas para consertar o espantalho.
ITEM_20150918_006599	Marcador encontrado na Chaparição. As vozes dos inocentes mortos ecoam dele.
ITEM_20150918_006600	Colar que um fantasma pediu para você entregar ao irmão caçula. Tem um pingente simples nele.
ITEM_20150918_006601	Bolsa cheia de dinheiro. Por que o Ceifeiro estava com ela?
ITEM_20150918_006602	Bilhete do mensageiro. Ele pede para não ler, mas... Devemos?
ITEM_20150918_006603	Há versos para apaziguar as almas daqueles que morreram enquanto exploravam o Mausoléu Real.
ITEM_20150918_006604	Página rasgada de um livro. Parece que o autor é Simon Shaw.
ITEM_20150918_006605	Símbolo de um peregrino engolido por um monstro. O dono nunca foi encontrado.
ITEM_20150918_006606	Koven deu essa chave a você e disse que abre uma caixa. Vamos procurá-la.
ITEM_20150918_006607	O entalhe de treinamento está despedaçado.
ITEM_20150918_006608	O entalhe de treinamento foi consertado. Foi reforçado para durar mais.
ITEM_20150918_006609	Tronco necessário para consertar o entalhe de treinamento.
ITEM_20150918_006610	Corda necessária para consertar o espantalho.
ITEM_20150918_006611	Orbe necessário para concluir o feitiço que desperta as Corujas Adormecidas para derrotar Gaigalas.
ITEM_20150918_006612	Lança Sagrada instável. Não pode ser usada no estado atual.
ITEM_20150918_006613	Canino gigante obtido do Minotauro do Mercado de Roxona.
ITEM_20150918_006614	Peças necessárias para a nova armadilha do Mestre Sapador.
ITEM_20150918_006615	Um adorno pertencente à velha Família Legwyn.
ITEM_20150918_006616	Relíquia usada pelos Krivis como símbolo de sua fé. Perdida na cidade por alguém.
ITEM_20150918_006617	Material necessário para o escultor Tesla.
ITEM_20150918_006618	Envelope de oferenda estampado com o Brasão do Indulgente.
ITEM_20150918_006619	Sementes obtidas de Malis mortos.
ITEM_20150918_006620	Pergaminho para invocar uma Boneca Xamã Devastadora.
ITEM_20150918_006621	Pedaço de um encantamento usado para proteger o ninho do Mazas. Pode ser destruído?
ITEM_20150918_006622	Material necessário para despertar a Nepenthes. Não incendeia em seu estado atual.
ITEM_20150918_006623	Gordura bem conservada e que queima facilmente. Desperte Nepenthes com ela.
ITEM_20150918_006624	Precisa ser obtida do Nepenthes enquanto está vivo para causar efeito.
ITEM_20150918_006625	Secreção que pode ser usada para atrair a Ferroada-Rainha.
ITEM_20150918_006626	Um inimigo morto usando esse talismã passará a ser seu aliado!
ITEM_20150918_006627	A primeira revelação encontrada na Mina de Cristal. Pode-se ler o conteúdo.
ITEM_20150918_006628	Olho da Rodelin. Dizem que consegue eliminar os sentidos do inimigo.
ITEM_20150918_006629	Material necessário para fazer uma Bomba Sagrada. Deve ser purificada antes de usar.
ITEM_20150918_006630	Material necessário para fazer uma Bomba Sagrada. O resultado purificado da Essência Perversa.
ITEM_20150918_006631	Ao consumir, evitará que os Demônios detectem você!
ITEM_20150918_006632	Bomba com poder sagrado. Você pode derrotar Glagarton imediatamente!
ITEM_20150918_006633	Ao usar o pergaminho, é possível saber qual o Javalomem que está usando colar.
ITEM_20150918_006634	No verso está escrito "Para ...mado Rukl..s, Lydia".
ITEM_20150918_006635	Bainha de saia obtida ao derrotar Pawndel e Pawnd. Material necessário para fazer o Pergaminho de Transformação Demoníaca.
ITEM_20150918_006636	Balde usado para colocar água. Pode-se amarrar uma corda nele.
ITEM_20150918_006637	Corda muito comprida. Pode ser amarrada em alguma coisa.
ITEM_20150918_006638	Use esse pergaminho para transformar-se em Pawndel ou Pawnd.
ITEM_20150918_006639	Cristal de Poder processado e imbuído com a força da luz. Pode desfazer o encantamento que lacrou as portas da Catedral.
ITEM_20150918_006640	Colar antigo e barrento descartado por alguém há muito tempo.
ITEM_20150918_006641	Flecha usada pelo Arqueiro Vubbe Graduado. Pode ser útil para uma fogueira.
ITEM_20150918_006642	Ingrediente necessário para fazer a Vara de Radiestesia Rudimentar, usada para procurar o Primeiro Fragmento de Lápide. Você precisa pegar um montão delas.
ITEM_20150918_006643	Vara usada para procurar pelo Primeiro Fragmento de Lápide que foi enterrado em algum lugar. Parece ser frágil o bastante para quebrar mesmo usando pouca força.
ITEM_20150918_006644	A seiva necessária para Eden. Graças a suas poderosas propriedades medicinais é considerada uma mercadoria valiosa.
ITEM_20150918_006645	Ferramenta usada para pegar seiva de Ambulo Arbóreo.
ITEM_20150918_006646	O primeiro pedaço da lápide perdida de Ruklys.
ITEM_20150918_006647	O segundo pedaço da lápide perdida de Ruklys.
ITEM_20150918_006648	O terceiro pedaço da lápide perdida de Ruklys.
ITEM_20150918_006649	O quarto pedaço da lápide perdida de Ruklys.
ITEM_20150918_006650	O quinto Fragmento de Lápide está misturado em uma pilha de escombros.
ITEM_20150918_006651	O último pedaço da lápide perdida de Ruklys.
ITEM_20150918_006652	Não é possível ler o que está escrito.
ITEM_20150918_006653	A segunda revelação encontrada na Igreja da Doutrina. Pode-se ler o conteúdo.
ITEM_20150918_006654	Pacote que o caçador de tesouros, Eden, pediu para você entregar ao epigrafista Raymond
ITEM_20150918_006655	Um fragmento pronto para que o epigrafista Schmid possa restaurar facilmente.
ITEM_20150918_006656	A primeira gravura da lápide de Lydia Schaffen. Leia o conteúdo.
ITEM_20150918_006657	A segunda gravura da lápide de Lydia Schaffen. Leia o conteúdo.
ITEM_20150918_006658	A terceira gravura da lápide de Lydia Schaffen. Leia o conteúdo.
ITEM_20150918_006659	A quarta gravura da lápide de Lydia Schaffen. Leia o conteúdo.
ITEM_20150918_006660	A quinta gravura da lápide de Lydia Schaffen. Leia o conteúdo.
ITEM_20150918_006661	Materiais experimentais necessários para o necromante Drasius. Leve para Drasius.
ITEM_20150918_006662	Planta que cresce no Riacho de Clearawl. Usada por Drasius para invocar espíritos poderosos.
ITEM_20150918_006663	Se derrotar um Lagartomem com essa pedra, ele se tornará seu aliado.
ITEM_20150918_006664	Se derrotar um Infraburk com essa pedra, ele se tornará seu aliado.
ITEM_20150918_006665	Ferramenta que o caçador Talus deu a você para fazer gravuras dos pedaços da lápide de Lydia Schaffen.
ITEM_20150918_006666	Ponta de flecha reforçada pelo fogo para usar contra Infraburk.
ITEM_20150918_006667	Carvão obtido ao derrotar a Árvore de Galhos Longos. Deixa uma mancha preta ao tocá-lo.
ITEM_20150918_006668	Bomba que pode incendiar a Árvore de Galhos Longos.
ITEM_20150918_006669	Revelação que o Espinheiro teve. Ilegível - vamos levar para a Deusa Saule.
ITEM_20150918_006670	Dizem que pode despertar o Boowook adormecido.
ITEM_20150918_006671	Pedra necessária para atrair um Unicórnio.
ITEM_20150918_006672	Troféu obtido de um Unicórnio derrotado. Vamos levar para o Oficial do Exército de Fedimian.
ITEM_20150918_006673	Rolha que tampava o barril de óleo.
ITEM_20150918_006674	Ferramentas usadas no processo de fermentação.
ITEM_20150918_006675	Garra de Carnurso que aparece na cidade petrificada da Área de Verkti.
ITEM_20150918_006676	Frasco de água entalhado com uma senha para encontrar o ladrão Benjaminas escondido entre os guardas da cidade petrificada da Área de Verkti.
ITEM_20150918_006677	Um mapa de aparência antiga. Parece que vai esfarelar.
ITEM_20150918_006678	Pó de pedra aromática obtido dos monstros na cidade petrificada da Área de Verkti.
ITEM_20150918_006679	Pedaço de carne facilmente obtido de Kepo. Porém, não se pode comer assim.
ITEM_20150918_006680	Camada interna da cortiça retirada de uma árvore na Estrada do Demônio Faminto. Não coma demais.
ITEM_20150918_006681	Item trocado entre amantes como símbolo do seu amor. Uma linda caixa de música que cabe em uma bolsa pequena.
ITEM_20150918_006682	Pedaço de carne arrancado durante uma caçada. Seu fedor tira a vontade de comê-la.
ITEM_20150918_006683	Broto de Asellus que floresce na Estrada do Demônio Faminto. Tem várias utilidades práticas para confecção e remédios.
ITEM_20150918_006684	Restos de comida difíceis de identificar. Podem servir como isca de monstro. Quando o monstro aparecer, você pode arremessar pressionando a tecla V.
ITEM_20150918_006685	Fonte de energia dispersa pelo Cristal de Raiz de Árvore. Precisa pegar para remover a contaminação.
ITEM_20150918_006686	Revela os monstros que sob o efeito da Maldição da Ira mataram peregrinos.
ITEM_20150918_006687	Oferenda de Flor do Altar
ITEM_20150918_006688	Flor de oferenda no altar para apaziguar espíritos furiosos.
ITEM_20150918_006689	Água para limpar o pó de gesso após consertar a Estátua da Deusa. É muito limpa.
ITEM_20150918_006690	Água de um riacho pequeno na Floresta da Oração. {nl}Parece ser potável.
ITEM_20150918_006691	Orvalho obtido de uma lápide ao amanhecer. Há quem tenha escrúpulos contra ele, mas pode ser bebido.
ITEM_20150918_006692	Remédio criado pelo peregrino Theophilis. Ele afirma que protege contra maldições.
ITEM_20150918_006693	Olhos com o [Colar da Ganância - Vigor] incrustado neles. Theophilis talvez consiga remover o colar se levar para ele.
ITEM_20150918_006694	Fragmento de um favo de mel com forte aroma doce.
ITEM_20150918_006695	Pedaço desconhecido de pedra demoníaca que estava no altar.
ITEM_20150918_006696	Fragmento de um favo de mel de sabor doce.
ITEM_20150918_006697	Cristal de um espírito imbuído com uma aura sagrada.
ITEM_20150918_006698	Escritura com o poder dos textos sagrados.
ITEM_20150918_006699	Escritura com a alma de um bispo. {nl}Pode invocar o bispo a qualquer momento.
ITEM_20150918_006700	Joia em forma de lágrima. {nl}Necessária para encontrar a chave de Maven.
ITEM_20150918_006701	Joia arredondada. Necessária para encontrar a chave de Maven.
ITEM_20150918_006702	A primeira chave de Maven. Dizem que é preciso pegar as 5 chaves para alcançar a revelação.
ITEM_20150918_006703	Recordação de um guarda que foi petrificado pela geada na cidade petrificada do Mercado de Roxona.
ITEM_20150918_006704	Bolsa com ferramentas necessárias para montar uma fazenda.
ITEM_20150918_006705	Galho de uma árvore-abelha com o poder da Deusa Austeja.
ITEM_20150918_006706	As cinzas de um demônio incinerado pelo poder da Deusa Austeja.
ITEM_20150918_006707	Orbe que pode destruir encantamentos demoníacos. Você pode obter energia usando isso ao redor do Altar de Austeja.
ITEM_20150918_006708	Material para fazer um espantalho.
ITEM_20150918_006709	Madeira de comprimento e largura adequados para fazer um espantalho. Rende um espantalho incrível.
ITEM_20150918_006710	$Energia amaldiçoada que foi concentrada. {nl}Emana de um monstro assim que ele morre.
ITEM_20150918_006711	A terceira revelação encontrada na Floresta Espinhosa. Pode-se ler o conteúdo.
ITEM_20150918_006712	A quarta revelação encontrada no Mausoléu Real. Pode-se ler o conteúdo.
ITEM_20150918_006713	Ainda não se pode ler. Leve para que Saule possa interpretar.
ITEM_20150918_006714	Ferramenta usada para fazer uma gravura do livro petrificado encontrado na Rua Ruklys.
ITEM_20150918_006715	Ferramenta usada para descobrir a calamidade ocorrida na Rua Ruklys.
ITEM_20150918_006716	Símbolo que originalmente enfeita o Altar de Austeja. Quebrou durante o ataque dos monstros.
ITEM_20150918_006717	Símbolo com o poder da Deusa Austeja que pode bloquear poderes demoníacos.
ITEM_20150918_006718	Pacote que o comerciante Dulke perdeu. {nl}Contém vários itens.
ITEM_20150918_006719	Geleia de aroma doce que pode fazer surgir a Grama da Luz Primaveril.
ITEM_20150918_006720	Grama misteriosa que floresce quando sente o cheiro de mel.
ITEM_20150918_006721	A segunda chave de Maven. Dizem que é preciso pegar as 5 chaves para alcançar a revelação.
ITEM_20150918_006722	A terceira chave de Maven. Dizem que é preciso pegar as 5 chaves para alcançar a revelação.
ITEM_20150918_006723	A quarta chave de Maven. Dizem que é preciso pegar as 5 chaves para alcançar a revelação.
ITEM_20150918_006724	A quinta chave de Maven. Dizem que é preciso pegar as 5 chaves para alcançar a revelação.
ITEM_20150918_006725	Símbolo que pode fornecer energia mágica ao altar de Veinika. As energias mágicas do altar foram se desgastando com o tempo.
ITEM_20150918_006726	Líquido turvo com algo preso nele. {nl}É mesmo um solvente?
ITEM_20150918_006727	Ele afirma que quem tomar isso ganhará resistência contra energias malignas... Vamos testar nos monstros.
ITEM_20150918_006728	Erva necessária para cuidar da maldição de Naktis.
ITEM_20150918_006729	Remédio Experimental
ITEM_20150918_006730	Carne recheada com o remédio que cura a maldição da gula. É preciso alimentar à força os peregrinos amaldiçoados.
ITEM_20150918_006731	Documento antigo que descreve como se transformar em demônio. Leia o conteúdo.
ITEM_20150918_006732	Material necessário para fazer um Pergaminho de Transformação Demoníaca. É necessário conseguir muito disso.
ITEM_20150918_006733	Pergaminho que permite se transformar em um Demônio sempre que desejar. Porém, o tipo de Demônio depende dos materiais usados.
ITEM_20150918_006734	Chave recuperada do Servo de Naktis.
ITEM_20150918_006735	Carne de um monstro que pode ser oferecida em um santuário. Por ser uma peça de carne magra, não fede muito.
ITEM_20150918_006736	Cruz que pode localizar monstros que comeram o símbolo do Santuário. {nl}É o Símbolo de Fé do Mestre Clérigo.
ITEM_20150918_006737	Couro duro de um monstro. Sua rigidez o torna à prova d'água.
ITEM_20150918_006738	A sexta revelação encontrada na Grande Catedral. Pode-se ler o conteúdo.
ITEM_20150918_006739	Literatura sobre maldições e o Mestre Demônio que as controla. Descreve Naktis detalhadamente.
ITEM_20150918_006740	Cadáver do Peregrino Dallas.
