QUEST_20150317_000001	Por favor, selecione o usuario que precisa de uma atualizacao de quest.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20190419_010974	Weakened after that tragic day, I had no choice but to run from Kartas and hide in the forest...{nl}Alas, now Kartas is getting closer to finding me every day that passes.{nl}	신수의 날에 상처를 크게 입어 어쩔 수 없이 카르타스를 피해 이 숲까지 숨어들게 되었지만..{nl} 카르타스는 제가 이 숲에 숨은 것까지 알아내어 점점 다가오고 있어요.{nl}				여신 메데이나의 환영
QUEST_20190419_010975	What's more, he created a barrier around the forest to prevent my escape.{nl}	게다가 숲 일대에 거대한 결계를 펼쳐 제가 숲을 벗어나지 못하게 만들었죠.{nl}				여신 메데이나의 환영
QUEST_20190419_010976	The seed you now carry was bestowed onto me by the Holy One, who rests in eternal sleep.{nl}That very seed contains unimaginable powers.{nl}	가지고 계신 그 씨앗은 지금은 영면에 드신 그분께서 제게 남겨주신 단 하나의 씨앗입니다.{nl}그 씨앗이 가진 효과는 이루어 말할 수 없을 정도의 놀라운 효과를 가지고 있어요.{nl}				여신 메데이나의 환영
QUEST_20190419_010977	Kartas may have no way to know of this seed...{nl}But if he comes to steal it, the consequences will be catastrophic.{nl}	카르타스가 그 씨앗의 존재를 알 리는 만무하지만..{nl}카르타스에게 그 씨앗을 빼앗기면 큰 위험이 생길지도 모릅니다.{nl}				여신 메데이나의 환영
QUEST_20190419_010978	Revelator, will you bring the seed to me in Parias Forest?{nl}I know this is no light request, but I believe in you.{nl}	카르타스의 눈을 피해 파리아스 숲 중부로 오셔서 그 씨앗을 저에게 전달해 주시겠나요?{nl}무리한 부탁일 수도 있겠지만, 계시자님은 해내실 수 있을 거예요.{nl}				여신 메데이나의 환영
QUEST_20190419_010979	I will be waiting.	그럼 계시자님을 기다리겠습니다.				여신 메데이나의 환영
QUEST_20190419_010980	Your crystal could be a clue...{nl}But what can we do with it?	계시자님이 가지고 있는 그 결정이 단서일 수도 있지만..{nl}어떻게 해야 할지는 저도 잘 모르겠네요.				큐폴 아스트라
QUEST_20190419_010981	I'm worried for Master Medeina, but Ilona will also be in danger.{nl}The forest is filled with monsters and demons...	메데이나님도 걱정이지만 쫓아간 일로나도 걱정이에요!{nl}숲 일대에 마족들과 몬스터들이 많은데..				큐폴 율리아
QUEST_20190419_010982	I need to go south and find Ilona!	일단 숲 남부로 일로나를 뒤쫓아가 봐야겠어요!				큐폴 율리아
QUEST_20190419_010983	A firefly appears and begins to point towards something.	반딧불이 하나가 나타나 어딘가로 우리를 이끄는 듯하다.				PC
QUEST_20190419_010984	The firefly seems to point towards something.	빛줄기가 어딘가를 가리키는 것 같다.				PC
QUEST_20190419_010985	You sealed off the Magic Stone's power. Good.{nl}The barrier feels weaker already.	마법석의 마력을 무사히 봉인하셨군요.{nl}결계의 힘이 약해진 게 느껴져요.				여신 메데이나의 환영
QUEST_20190419_010986	And you have Ilona with you. I am glad.	게다가 일로나와 함께 움직이고 계시네요.				여신 메데이나의 환영
QUEST_20190419_010987	Master!{nl}Why did you leave us... Why did you hide here all alone...	메데이나님!{nl}어째서 저희를 두고 홀로 이곳에 숨어계신 건가요..				큐폴 일로나
QUEST_20190419_010988	I couldn't help it, I needed to protect you from Kartas.{nl}I did not expect you to find me.	카르타스로부터 너희들을 지키기 위해선 어쩔 수 없었단다.{nl}하지만 너희들이 이곳까지 날 찾으러 올 줄 몰랐구나.				여신 메데이나의 환영
QUEST_20190419_010989	If Kartas finds you, you will be in grave danger.{nl}Take the Revelator and come see me.	게다가 카르타스가 이곳까지 쫓아온 이상 너희들이 위험해질 거야.{nl}일단 계시자님과 함께 내가 있는 곳으로 오려무나.				여신 메데이나의 환영
QUEST_20190419_010990	The fireflies will lead you to me.{nl}	근처의 반딧불이가 내가 있는 곳으로 안내해줄 거야.{nl}				여신 메데이나의 환영
QUEST_20190419_010991	Revelator, please keep Ilona safe on your journey.	계시자님. 부디 일로나와 함께 다치지 않고 무사히 찾아오시길 바랍니다.				여신 메데이나의 환영
QUEST_20190419_010992	... Oh! I can feel Master Medeina's energy flowing south of the forest!{nl}Revelator! We need to go!	...아! 미약하긴 하지만 메데이나님의 기운이 숲 남부에서 느껴져요!{nl}계시자님! 빨리 가봐야 해요!				큐폴 일로나
QUEST_20190419_010993	Ilona!{nl}Oh! And the Revelator!{nl}	일로나!{nl}아! 계시자님도 계셨군요!{nl}				큐폴 율리아
QUEST_20190419_010994	I felt a strong energy coming from here, did anything happen?	이쪽에서 강력한 힘이 느껴져서 와봤는데 무슨 일인가요?				큐폴 율리아
QUEST_20190419_010995	Kartas took Master Medeina!{nl}I felt her energy south of the forest, we need to go!	메데이나님이 카르타스에게 끌려가셨어!{nl}숲 남부 쪽에 메데이나님의 기운이 느껴지니 빨리 가봐야 해!				큐폴 일로나
QUEST_20190419_010996	So Master Medeina really is in the forest!{nl}I am Kupole Yulia, I serve Goddess Medeina.{nl}	메데이나님이 이 숲에 계신 게 사실이었군요!{nl}저는 메데이나님을 모시는 큐폴 율리아라고 해요.{nl}				큐폴 율리아
QUEST_20190419_010997	Master Medeina disappeared ever so suddenly after Medzio Diena. I have been searching for her ever since.{nl}My last lead brought me here to Parias Forest...{nl}	신수의 날 이후 메데이나님이 갑자기 종적을 감추셔서 지금까지 메데이나님을 찾고 있었어요.{nl}마지막 흔적이 여기 파리아스 숲에서 끊겨서 찾아다니고 있었는데..{nl}				큐폴 율리아
QUEST_20190419_010998	I can't believe Kartas took Master Medeina...	메데이나님이 카르타스한테 끌려가셨다니..				큐폴 율리아
QUEST_20190419_010999	I was careless, I didn't notice the demon barrier trap, and now...{nl}I'm sure the demons around here will be carrying something that can disable it...{nl}	너무 성급했던 나머지 제 불찰로 주변 마족들이 깔아둔 결계에 걸리고 말았네요.{nl}주변 마족들은 분명 이 결계를 해제할 물건을 가지고 있을 텐데..{nl}				큐폴 일로나
QUEST_20190419_011000	I'm sorry, but would you check whether the Red Banterers have anything we could use for the barrier?{nl}Please.	죄송하지만 붉은 밴터러들에게서 이 결계를 해제할 물건이 있는지 찾아봐 주시겠어요?{nl}부탁드려요.				큐폴 일로나
QUEST_20190419_011001	The demons are keeping watch over Master Medeina!{nl}Revelator! Defeat the demons and rescue her!	저 앞에 묶여계신 메데이나님 주위에 마족들이 감시하고 있어요!{nl}계시자님! 마족들을 처치해 메데이나님을 구해주세요!				큐폴 일로나
QUEST_20190419_011002	Take the Seed of the Divine Tree and leave.{nl}I must stay, I cannot leave the Kupoles behind.	신수의 씨앗을 가지고 어서 이곳을 벗어나세요.{nl}아이들이 걱정되서 저는 같이 갈 수가 없네요.				여신 메데이나
QUEST_20190419_011003	Oh no... We've been found!	이런.. 위치가 발각되었어요!				여신 메데이나
QUEST_20190419_011004	Just in time.	늦지 않게 도착한 것 같군요.				네링가
QUEST_20190419_011005	Goddess Laima did advise Medeina following what she had foreseen.{nl}Alas, fate is never easy to escape.{nl}	라이마 여신께서는 오래전 이런 상황을 예지하시어 메데이나 여신께 조언을 한 바 있습니다.{nl}하지만 운명은 정해진 순리대로 흘러가는 법.{nl}				네링가
QUEST_20190419_011006	Medeina fell in great danger, as she was destined to do.	결국 그 운명대로 메데이나 여신께서 위험한 상황에 놓이게 되었군요.				네링가
QUEST_20190419_011007	I'm afraid we lost Kartas.{nl}We can only hope that Goddess Medeina is safe...	안타깝지만, 카르타스를 놓치고 말았습니다.{nl}메데이나 여신께서 무사하실지..				팔라딘 마스터
QUEST_20190419_011008	Paladin.{nl}Do not take fault for this.{nl}	팔라딘 마스터여.{nl}당신의 잘못이 아닙니다.{nl}				네링가
QUEST_20190419_011009	Kartas will not be able to harm Medeina.{nl}Not until he finds the answers he is looking for, that is.	카르타스는 메데이나 여신을 어찌하지 못할 겁니다.{nl}그가 알아내고자 하는 걸 알기 전까지 말입니다.				네링가
QUEST_20190419_011010	We're going to need the help of other Class Masters.{nl}Miss Neringa. We'll go ahead and reach out to them.	중대한 사건이니만큼 다른 마스터분들의 협조가 필요해 보입니다.{nl}그럼 네링가님. 일단 저희는 먼저 움직여 다른 마스터분들을 만나보겠습니다.				크로노맨서 마스터
QUEST_20190419_011011	I believe I know why Kartas took Goddess Medeina.{nl}It is as Laima predicted. Whatever he is is plotting, it's related to the Divine Tree. No doubt about that.{nl}	카르타스가 무엇 때문에 메데이나 여신을 데려갔는지 저 네링가는 감히 짐작하고 있습니다.{nl}라이마 여신께서 예지하신 대로 카르타스는 신수의 환원과 관련된 어떤 간계를 꾸미고 있음이 틀림없습니다.{nl}				네링가
QUEST_20190419_011012	He may have taken Goddess Medeina, but Kartas will not find what he is looking for.{nl}That Seed of the Divine Tree you carry is what he really wants.{nl}	비록 메데이나 여신께서 붙잡혀 가셨지만 카르타스는 결과적으로 원하는 걸 얻지 못할 겁니다.{nl}그가 원하는 것은 당신께서 가지고 있는 그 신수의 씨앗에 있으니 말입니다.{nl}				네링가
QUEST_20190419_011013	Although... It is strange that he would be plotting such a thing, considering his personality.{nl}I don't believe he would act on his own without the instructions of his master Giltine.{nl}	그러나 카르타스의 본래 성격으로는 이런 일을 꾸밀 수 없을 텐데.. 이상하군요.{nl}카르타스가 길티네의 지시와는 별개로 독단적으로 이 모든 일을 계획했다고는 생각되지 않습니다.{nl}				네링가
QUEST_20190419_011014	And yet, I could be missing something.{nl}	어쩌면 저 네링가가 모르는 다른 내막이 있을지도 모르겠습니다.{nl}				네링가
QUEST_20190419_011015	Allow me to take the seed. I can keep it protected.{nl}Even if the seed's abilities are dormant, we mustn't let it fall in the hands of the demons.{nl}	우선 가지고 계신 씨앗은 저 네링가가 안전한 곳에 보관하고 있겠습니다.{nl}현재 씨앗의 효과가 대부분 봉인되었더라도 혹여 마족들의 손에 넘어간다면 위험하니 말입니다.{nl}				네링가
QUEST_20190419_011016	Do not worry about Goddess Medeina.{nl}Kartas cannot harm her, and the future foreseen by Laima will not be changed.{nl}	메데이나 여신께서 붙잡혀 가신 것을 너무 걱정하지 마십시요.{nl}카르타스는 메데이나 여신을 해할 수 없으며 어떤 간계를 펼치던 라이마 여신께서 예지하신 운명을 바꿀 수는 없을 테니 말입니다.{nl}				네링가
QUEST_20190419_011017	These Kupoles are gravely injured, I ought to care for them first.{nl}	그보다 이 아이들의 상태가 좋지 않으니 아이들을 치료하러 가봐야겠습니다.{nl}				네링가
QUEST_20190419_011018	The future foreseen by Goddess Laima is upon us.{nl}And you are at the center of it.{nl}	라이마 여신께서 예지하신 기나긴 운명의 끝이 다가오고 있습니다.{nl}그리고 그 끝의 중심에 당신은 올곧이 서 있을겁니다.{nl}				네링가
QUEST_20190419_011019	But first, you must retrieve the last Revelation left to you by Goddess Laima.{nl}Do not waste any time.	그때가 다가오기 전에 당신은 라이마 여신께서 예지하신 마지막 계시를 손에 얻어야 합니다.{nl}그러니 당신도 어서 움직이시길 바랍니다.				네링가
QUEST_20190419_011020	Why did Master Medeia hide all by herself, without even telling us...	메데이나님은 어째서 저희를 두고 홀로 몸을 숨기셨을까요..				큐폴 아스트라
QUEST_20190419_011021	Even with these clues, I can't understand.{nl}But I know that, with you, we'll surely be able to find her.	이렇게 단서를 남기셨는데도 전 알아볼 수가 없었어요.{nl}하지만 계시자님이시라면 분명 이 지역에서 메데이나님이 계신 곳을 찾을 수 있을 거예요.				큐폴 아스트라
QUEST_20190419_011022	So Kartas is chasing after Master Medeina...{nl}I can only hope she is safe...	카르타스가 메데이나님을 쫓고 있다니..{nl}메데이나님이 무사하셔야 할 텐데..				큐폴 일로나
QUEST_20190419_011023	Master Medeina will be around here somewhere.{nl}After we find her, you must leave the forest immediately.	이곳 어딘가에 메데이나님이 계실 거에요.{nl}메데이나님을 찾게 되면 이곳을 빨리 벗어나야 해요.				큐폴 일로나
QUEST_20190419_011024	Kartas' personality is unpredictable and chaotic.{nl}He's uncontrollable. He answers to no one but his master Giltine.	카르타스는 종잡을 수 없는 성격을 가지고 있어요. 혼돈과도 같죠.{nl}그래서 마족 중에서도 길티네를 제외한 누구도 카르타스를 제어할 수 없다고 해요.				큐폴 율리아
QUEST_20190419_011025	If only Master Medeina was fully recovered, Kartas wouldn't have gotten away with this.{nl}We were too late...	메데이나님의 몸이 온전히 회복되셨더라면 카르타스에게 순전히 끌려가시지 않았을 거예요.{nl}저희가 너무 늦은 탓입니다..				큐폴 율리아
