QUEST_LV_0100_20150317_000001	$Sentinela
QUEST_LV_0100_20151001_008286	Mas não segui a ordem de Espinheiro para interpretar a revelação.{nl}É por isso que ele fez um plano para abrir um portal para o lugar onde todo o conhecimento do mundo está. {nl}
QUEST_LV_0100_20151001_008287	Os residentes dessa área são vítimas do plano para abrir o portal. {nl}Para encontrar uma maneira de obter a revelação usando seu poder como salvador... algo brutal foi feito. {nl}
QUEST_LV_0100_20151001_008288	Perdi a maior parte da minha força e não pude impedir que aquele horror se tornasse realidade. {nl}Tudo que pude fazer... foi me arrepender. {nl}
QUEST_LV_0100_20151001_008289	Mas a revelação me trouxe até você. {nl}Tenho certeza de que você é o raio de luz que salvará esse mundo inteiro. {nl}
QUEST_LV_0100_20151001_008290	Salvador. {nl}Por favor, destrua a magia que está me prendendo. {nl}Para entregar e seguir a revelação, preciso primeiro da minha liberdade. 
QUEST_LV_0100_20151001_008291	O círculo mágico de aprisionamento está localizado no Pátio Drugys e no Terreno Baldio Vapsva. {nl}Por favor, se apresse antes que eu perca a consciência.
QUEST_LV_0100_20151001_008292	{memo X}Obrigada por me salvar.{nl}Você é... A única e verdadeira pessoa que salvará esse mundo. {nl}Aquela que a Deusa Laima mencionou. 
QUEST_LV_0100_20151001_008293	{memo X}Eu sou Saule, a Deusa do Sol.{nl}Eu fui a Guardiã da revelação.
QUEST_LV_0100_20151001_008294	Essa jaula ainda está me confinando. {nl} Precisamos encontre Clímene, que tem a chave e está se escondendo na rachadura dimensional.
QUEST_LV_0100_20151001_008295	Por favor, traga-me as ferramentas de sacrifício do Grande Corredor do Altar. {nl} Tentarei usar o poder divino que reside na ferramenta.
QUEST_LV_0100_20151001_008296	Finalmente, estou livre. {nl}Vou me preparar para interpretar a revelação a partir daqui. {nl}
QUEST_LV_0100_20151001_008297	Como disse antes, a revelação está nas mãos do Lorde Demônio Espinhoso. {nl}Sinto ter que colocar tal fardo sobre você, mas sua força é a única coisa com que posso contar.{nl}
QUEST_LV_0100_20151001_008298	Mas Espinheiro também não está em sua condição normal devido à batalha anterior. {nl}Está se recuperando, transformando a floresta em um espinheiro e extraindo nutrientes. 
QUEST_LV_0100_20151001_008299	Meus Crentes estão esperando você na Rota do Portão. {nl}Por favor, recupere a revelação com Espinheiro. 
QUEST_LV_0100_20151001_008300	Eu esculpi muitas corujas ao longo do tempo para ajudar a Deusa Ausrine.{nl}Em certo momento, elas ganharam vida e determinação.{nl}
QUEST_LV_0100_20151001_008301	Medzio Diena foi apenas o começo. {nl}Uma floresta distante da capital como essa também está começando a absorver a energia maligna. {nl} 
QUEST_LV_0100_20151001_008302	Eu posso guiar você à revelação, se eu usar toda a força que me resta. {nl}É por isso que você deveria me libertar. 
QUEST_LV_0100_20151001_008303	Mas, por favor, não revele minha existência por enquanto. {nl}É da natureza dos humanos querer depender de algo. {nl}Se eles descobrirem sobre a impotência da deusa, esse mundo será tomado pelo caos. 
QUEST_LV_0100_20151001_008304	Aquele portal é... uma fantasia... Não. Um portal que leva à Deusa Saule. {nl} De qualquer forma, abrir o portal é muito importante.
QUEST_LV_0100_20151001_008305	Se a armadura protege você de ataques físicos, os acessórios protegem de ataques mágicos. {nl} Espero que isso seja útil.{nl}Prazer em conhecê-lo!{nl}Você é o Revelador que sonhou com a deusa? {nl}
QUEST_LV_0100_20151001_008306	Todos em Klaipeda estão falando nisso. {nl}Me pergunto se os Reveladores realmente viram as deusas desaparecidas em seus sonhos... e onde está esse sonho... {nl}
QUEST_LV_0100_20151001_008307	Queria saber mais sobre esse sonho, mas tenho certeza de que não podem me contar sobre isso.{nl}Mas tudo bem, já que acredito que os Reveladores são pessoas que encontrarão as deusas. {nl}
QUEST_LV_0100_20151001_008308	Por favor, leve esse acessório. {nl}Se a armadura protege você de ataques físicos, acessórios protegem de ataques mágicos. {nl} 
QUEST_LV_0100_20151001_008309	Espero que isso lhe seja útil. {nl}Que as bênçãos da deusa estejam convosco...
QUEST_LV_0100_20151001_008310	O veneno de Scorpio era algo estranho.{nl}Bem. Já aconteceu, então o que eu posso fazer, afinal? Não me importo, contanto que não coloque minha vida em risco.
QUEST_LV_0100_20151001_008311	Ah, estou causando tamanho problema... Agradeço a ajuda. {nl}Você só precisa fazer um círculo mágico com a lenha que lhe dei, e queimar a boneca vodu em cima dele.
QUEST_LV_0100_20151001_008312	As plantas morreram quando você fez o que disseram para fazer? {nl}Tudo bem. Me disseram que a energia maligna dentro das plantas irá embora assim. {nl}
QUEST_LV_0100_20151001_008313	Isso é difícil. {nl}Muitos podem acabar mortos...
QUEST_LV_0100_20151001_008314	Hein? Você matou isso porque tentou comer pessoas? {nl}Ah... bem, então, esquece. Relatarei isso ao barão pessoalmente.
QUEST_LV_0100_20151001_008315	Essa é a última. {nl}O círculo mágico na Entrada Darbas terá muitos monstros que vão interferir. {nl}Com o poder divino suprimido, os monstros são naturalmente atraídos a essa área.
QUEST_LV_0100_20151001_008316	O barão está fazendo algo para purificar essa fazenda. {nl}Mas recentemente as plantas estão morrendo e as pessoas estão começando a ficar doentes. {nl}
QUEST_LV_0100_20151001_008317	Se os círculos mágicos realmente são uma mentira, então você devia ser capaz de removê-los na Trilha Tylila com o poder da deusa. {nl}Digo, algo como a Estátua da Deusa. Há alguma maneira de obter isso?
QUEST_LV_0100_20151001_008318	Se ao menos eu tivesse um pouco mais de tempo...{nl}Meus documentos... Não posso deixá-los...
QUEST_LV_0100_20151001_008319	Essas coisas são inúteis para mim agora...{nl}Certo. Talvez você... Meus documentos na Bifurcação Dykyne...
QUEST_LV_0100_20151001_008320	Gerda
QUEST_LV_0100_20151001_008321	{memo X}Sou o novo membro dos Comerciantes Kedorlaomer. {nl}Estou instalando alertas e Quadros de aviso relacionados aos Kedorlaomers aqui e ali. {nl}Mas é bastante cansativo. 
QUEST_LV_0100_20151001_008322	{memo X}{nl}Se não for incômodo, você poderia instalar alguns quadros naquela área inferior? {nl}É lá que Jurate está tentando escavar objetos Divinos para podermos colocar alertas para pedestres. {nl}Mas preciso ir para outro lugar...
QUEST_LV_0100_20151001_008323	{memo X}Obrigado. {nl}Isso deve bastar. 
QUEST_LV_0100_20151001_008324	Serapinas
QUEST_LV_0100_20151001_008325	{memo X}Sou Serapinas, um dos novos membros dos Comerciantes Kedorlaomer. {nl}Sou responsável por anunciar os comerciantes. {nl}Se tiver tempo, você poderia me ajudar com uma das minhas agendas de divulgação? 
QUEST_LV_0100_20151001_008326	{memo X}{nl}Não é nada difícil. Você só precisa ir até Orsha ou Klaipeda e ajudar os Reveladores que acabaram de iniciar suas aventuras. {nl}Darei um pergaminho a você. Se usá-los neles, você os ajudará e ainda divulgará os comerciantes. 
QUEST_LV_0100_20151001_008327	{memo X}Você deve usar isso perto dos campos de Orsha ou Klaipeda. {nl}E deve ser alguém que acabou de começar sua aventura. {nl}Não vai funcionar em pessoas que já viram o material de divulgação. 
QUEST_LV_0100_20151001_008328	{memo X}Obrigado por oferecer sua ajuda.
QUEST_LV_0100_20151001_008329	{memo X}Ah, você já voltou. {nl}Reveladores realmente são bem diferentes. 
QUEST_LV_0100_20151001_008330	Jurate
QUEST_LV_0100_20151001_008331	{memo X}Sou Jurate, líder da equipe de escavação de objeto divino. {nl}Você está aqui para ajudar? {nl}Bem que estamos precisando. 
QUEST_LV_0100_20151001_008332	{memo X}{nl}Vamos tirar um tempo para conversar depois, mas primeiro, por favor, ajude a escavar a área que vou apontar. 
QUEST_LV_0100_20151001_008333	{memo X}Também seria bom lidar com os monstros no caminho até lá. 
QUEST_LV_0100_20151001_008334	{memo X}Não será tão perigoso.
QUEST_LV_0100_20151001_008335	{memo X}Ah, você trouxe isso. {nl}Isso é um objeto divino conhecido como Incenso da Deusa.
QUEST_LV_0100_20151001_008336	{memo X}Eu disse a você? {nl}Ah, foi um dia longo... {nl}Enfrentamos Medzio Diena aqui mesmo, enquanto transportávamos objetos divinos para Orsha. 
QUEST_LV_0100_20151001_008337	{memo X}{nl}A carroça virou, e os objetos divinos foram espalhados ao redor daqui. {nl}É por isso que estamos vistoriando essa escavação para encontrá-los. {nl}Mas as pessoas estão hesitando em escavar essa área devido aos monstros... Por favor, nos ajude. 
QUEST_LV_0100_20151001_008338	Será que foi comido pelo monstro?
QUEST_LV_0100_20151001_008339	{memo X}Parece que os monstros rasgaram isso em pedacinhos, exceto aqui. {nl}Deixe-me tentar recuperá-lo.
QUEST_LV_0100_20151001_008340	{memo X}{nl}Já que é o relato dos comerciantes, se ao menos eu conseguisse colar tudo de novo...
QUEST_LV_0100_20151001_008341	{memo X}Esse relato fala dos materiais da flecha que os comerciantes forneciam para Lydia Schaffer e seu fabricante de flechas, o primeiro Mestre Flecheiro. 
QUEST_LV_0100_20151001_008342	{memo X}Acho que pode haver alguns objetos divinos aqui em cima também, entretanto. {nl}Não sei dizer onde, exatamente. {nl}Você pode procurar isso? Vou lhe dar um detector. 
QUEST_LV_0100_20151001_008343	{memo X}Localize a área, e então escave cuidadosamente. {nl}Você provavelmente encontrará o objeto divino. 
QUEST_LV_0100_20151001_008344	{memo X}Use o detector com cuidado à medida que segue para o norte. 
QUEST_LV_0100_20151001_008345	{memo X}Ah, você encontrou. 
QUEST_LV_0100_20151001_008346	{memo X}{nl}Vejamos...
QUEST_LV_0100_20151001_008347	{memo X}{nl}Esse objeto divino é uma garrafa de tinta. {nl}Contém a tinta secreta que foi usada para relatos e documentos importantes. {nl}Imagino que essa tinta tenha sido usada quando eles precisaram esconder o relatório. 
QUEST_LV_0100_20151001_008348	{memo X}{nl}Ah, acho que esse é todo trabalho que preciso fazer por hoje. {nl}Agradeço os seus esforços.
QUEST_LV_0100_20151001_008349	Marzelius
QUEST_LV_0100_20151001_008350	{memo X}Olá. {nl}Sou o líder de Relatório Marzelius. 
QUEST_LV_0100_20151001_008351	{memo X}{nl}Se quiser me ajudar... {nl}Por favor, encontre os relatos do mercador que os monstros roubaram de nós. 
QUEST_LV_0100_20151001_008352	{memo X}Como Leopoldas diz, nós, comerciantes, estivemos fazendo muitas coisas. {nl}Os relatos carregam a história de nossas obras. 
QUEST_LV_0100_20151001_008353	{memo X}Se recuperarmos os relatos que os monstros roubaram de nós, poderemos reescrevê-los novamente para que resista ao tempo.
QUEST_LV_0100_20151001_008354	{memo X}Agradecemos por você oferecer sua ajuda. {nl}Estamos em boas mãos. 
QUEST_LV_0100_20151001_008355	{memo X}Agora temos de reescrever os relatos danificados... {nl}A tinta feita dos fluidos de monstros é boa e dura muito tempo. {nl}Vou dar a você uma armadilha para usar, então, por favor, obtenha o fluido de monstro para mim.
QUEST_LV_0100_20151001_008356	{memo X}Se você instalar a armadilha perto do monstro, ele será atraído até ela e desmaiará. {nl}Você precisa extrair seu fluido enquanto ele ainda está vivo. 
QUEST_LV_0100_20151001_008357	{memo X}Você pode obtê-lo de monstros ao redor da área. 
QUEST_LV_0100_20151001_008358	{memo X}Isso é bom o suficiente! {nl}Agradeço muito!
QUEST_LV_0100_20151001_008359	{memo X}Agora é a hora de fazer o santuário. {nl}Tente fazer isso aqui. {nl}Eu darei os materiais e as ferramentas necessários. 
QUEST_LV_0100_20151001_008360	{memo X}Você pode fazer isso aqui. 
QUEST_LV_0100_20151001_008361	{memo X}Muito bem. {nl}Eu acho que Gerda, na área ao norte, também precisa de sua ajuda.
QUEST_LV_0100_20151001_008362	Gierda
QUEST_LV_0100_20151001_008363	{memo X}Você é o Revelador. {nl}Sou Giedra, da ordem de Rud. {nl}Se você está aqui para encontrar Antanas, tenho certeza de que você já ouviu sobre nossa ordem, então não falarei tanto sobre isso. 
QUEST_LV_0100_20151001_008364	{memo X}{nl}Estou coletando os materiais necessários para fazer as Escrituras da Deusa. {nl}Papel normal amarela e apodrece rapidamente... Então, procuro materiais que não molhem nem desbotem com facilidade. {nl}O casco transparente dos monstros é excelente para isso. Se você os polir bem antes de escrever neles, durarão muito tempo. {nl}Você poderia me arranjar alguns? {nl}
QUEST_LV_0100_20151001_008365	{memo X}É um material bem comum, então será fácil coletar. 
QUEST_LV_0100_20151001_008366	{memo X}Traga-os para mim quando tiver obtido todos. 
QUEST_LV_0100_20151001_008367	{memo X}Você os trouxe antes do esperado. {nl}Esses cascos agora serão polidos e usados como páginas da escritura. {nl}Obrigado.
QUEST_LV_0100_20151001_008368	{memo X}Também precisamos encadernar. {nl}Certificar-se de que o livro não se partirá é a coisa mais importante. {nl}O fio de couro feito de couro de monstro é o melhor, mas o problema é que é curto demais. {nl}Darei a você uma bigorna. Poderia me fazer um fio de encadernação usando fios de couro? 
QUEST_LV_0100_20151001_008369	{memo X}Escute com cuidado. Primeiro, obtenha fio de couro dos monstros, e então use essa bigorna para transformar o fio de couro em fio para encadernação. {nl}Você precisa conectar os fios curtos e transformá-los em um único fio. {nl}Também se torna mais durável dessa forma. 
QUEST_LV_0100_20151001_008370	{memo X}Volte quando tiver terminado o fio. 
QUEST_LV_0100_20151001_008371	{memo X}Incrível! {nl}Agora, você pode dizer que fez um livro sozinho. 
QUEST_LV_0100_20151001_008372	{memo X}{nl}Kestas também precisa da sua ajuda. Tente falar com ele. 
QUEST_LV_0100_20151001_008373	Kestas
QUEST_LV_0100_20151001_008374	{memo X}Eu tinha os relatos dos meus veteranos...{nl}Mas foram roubados... {nl}Estou arruinado...
QUEST_LV_0100_20151001_008375	{memo X}Oh oh oh!{nl}Por favor, me ajude!{nl}Os relatos dos meus veteranos se foram!
QUEST_LV_0100_20151001_008376	{memo X}{nl}Esse é o meu trabalho, mas ele se foi! Inteiro! {nl}Por favor, encontre-o! {nl}Tenho certeza de que os monstros o levaram!
QUEST_LV_0100_20151001_008377	{memo X}O que fazer... O que fazer... {nl}Estou arruinado... Todo o trabalho duro que coloquei nesses relatos...
QUEST_LV_0100_20151001_008378	{memo X}{nl}É isso mesmo! Uau, você obteve tudo! {nl}Muito obrigado!{nl}Não tenho como agradecer o suficiente...
QUEST_LV_0100_20151001_008379	{memo X}Aah, está tudo bem agora! Agora volte para Orsha e complete os relatos!{nl}Hahaha!
QUEST_LV_0100_20151001_008380	{memo X}Ah, realmente... {nl}Na verdade, esses relatos são feitos com os cascos polidos de monstros. {nl}Você precisa escrever neles para durar o suficiente.
QUEST_LV_0100_20151001_008381	{memo X}{nl}Sim, sim, certo. Essa também é a razão pela qual Gierda está tentando fazer a escritura usando cascos de monstro. {nl}É por isso que somos sempre atacados assim. {nl}Eles sentem o cheiro de seus irmãos...
QUEST_LV_0100_20151001_008382	{memo X}{nl}De qualquer forma, agora realmente preciso ir para Orsha. {nl}Agradeço muito!
QUEST_LV_0100_20151001_008383	{memo X}Cinzel?{nl}A comerciante de ferramentas deve ter um. {nl}Vá até lá.
QUEST_LV_0100_20151001_008384	{memo X}Tem um longo caminho de volta com a ferramenta... {nl}Tenha cuidado.
QUEST_LV_0100_20151001_008385	{memo X}Um Cinzel? {nl}Você vai usá-lo para reparar o santuário? 
QUEST_LV_0100_20151001_008386	{memo X}{nl}Bem, eu acabei de comprar uns cinzéis velhos de outros Reveladores... {nl}Se quiser, pode pegar um deles. 
