QUEST_LV_0100_20150317_000001	Sentinela
QUEST_LV_0100_20160718_015498	The Royal Mausoleum Guardian is waiting for the Revelator on the ground floor.
QUEST_LV_0100_20160718_015499	The Royal Mausoleum Guardian says that those who once protected the Royal Mausoleum are now corrupt and are destroying that which they once protected. The Royal Mausoleum Guardian asked you to deal with the corrupted ones and the monsters that breached the defenses.
QUEST_LV_0100_20160718_015500	You have dealt with enough monsters. Go back to the Royal Mausoleum Guardian.
QUEST_LV_0100_20160718_015501	Talk to Laterous
QUEST_LV_0100_20160718_015502	Laterous from Baron Allerno is waiting for help.
QUEST_LV_0100_20160718_015503	Deal with the monsters from the surrounding area
QUEST_LV_0100_20160718_015504	Laterous is saying that the reason behind the disappearances and bad rumors is the monsters. Deal with the monsters from the surrounding area to see if that is true.
QUEST_LV_0100_20160718_015505	Report back to Laterous
QUEST_LV_0100_20160718_015506	You have dealt with the monsters as Laterous had requested. Go back to Laterous.
QUEST_LV_0100_20160718_015507	The Royal Mausoleum Guardian is waiting for the Revelator on the second floor.
QUEST_LV_0100_20160718_015508	Retrieve the Guardian's Essence
QUEST_LV_0100_20160718_015509	The Royal Mausoleum Guardian has asked you to retrieve the essence from those that have forgotten their duties and are now destroying the Royal Mausoleum.
QUEST_LV_0100_20160718_015510	Report back to the Royal Mausoleum Guardian
QUEST_LV_0100_20160718_015511	Acquired enough of the essences. Go back to the Royal Mausoleum Guardian.
QUEST_LV_0100_20160718_015512	Talk to the Wandering Spirit of a Fiel
QUEST_LV_0100_20160718_015513	The Wandering Spirit of a Fiel is waiting for help at Carlyle's Mausoleum.
QUEST_LV_0100_20160718_015514	The Wandering Spirit of a Fiel has asked you to defeat the monster that killed him. Deal with the monsters from the surrounding area to apease the Spirit.
QUEST_LV_0100_20160718_015515	Report back to the Wandering Spirit of a Fiel
QUEST_LV_0100_20160718_015516	You have defeated enough monsters at Carlyle's Mausoleum. Go back to the Wandering Spirit of a Fiel.
QUEST_LV_0100_20160718_015517	Talk to Seguidor Nedluss
QUEST_LV_0100_20160718_015518	Seguidor Nedluss is waiting for help at Delmore Manor.
QUEST_LV_0100_20160718_015519	Destroy the magic devices at the Manor
QUEST_LV_0100_20160718_015520	Seguidor Nedluss has asked you to destroy the magic devices that have been discovered within the Manor.
QUEST_LV_0100_20160718_015521	Report back to Seguidor Nedluss
QUEST_LV_0100_20160718_015522	You have destroyed enough magic devices. Go back and report to Seguidor Nedluss.
QUEST_LV_0100_20160718_015523	Seguidor Bigs is waiting for a Revelator at the Delmore Manor.
QUEST_LV_0100_20160718_015524	Collect Condensed Magic
QUEST_LV_0100_20160718_015525	Seguidor Bigs says that he requires Condensed Magic from demons to help Melchioras. Defeat the demons from the surrounding area to collect condensed magic.
QUEST_LV_0100_20160718_015526	Report back to Seguidor Bigs
QUEST_LV_0100_20160718_015527	You have collected sufficient Condensed Magic. Go back to Seguidor Bigs.
QUEST_LV_0100_20160718_015528	Talk to Pilgrim Seronia
QUEST_LV_0100_20160718_015529	Pilgrim Seronia is waiting for help at Feretory Hills.
QUEST_LV_0100_20160718_015530	Pilgrim Seronia says that she has been chased by monsters all the way here. Deal with the monsters from the surrounding area so that she can rest a little.
QUEST_LV_0100_20160718_015531	Report back to Pilgrim Seronia
QUEST_LV_0100_20160718_015532	You have dealt with enough monsters from the surrounding area. Go back to Pilgrim Seronia.
QUEST_LV_0100_20160718_015533	Revelator Mihail is waiting for help at Delmore Outskirts.
QUEST_LV_0100_20160718_015534	Defeat the Pag Emitter
QUEST_LV_0100_20160718_015535	Revelator Mihail has asked you to defeat the Pag Emitters that are attacking people at Delmore Outskirts.
QUEST_LV_0100_20160718_015536	You have defeated enough Pag Emitters. Report back to Revelator Mihail.
QUEST_LV_0100_20160718_015537	Talk to Revelator Connor
QUEST_LV_0100_20160718_015538	Revelator Connor is waiting for help at Delmore Outskirts.
QUEST_LV_0100_20160718_015539	Collect Maroulu Herbs
QUEST_LV_0100_20160718_015540	Revelator Connor asked you to collect Maroulu Herbs Grass from the Fortress walls in order for the people with Melchioras to recover.
QUEST_LV_0100_20160718_015541	Report back to Revelator Connor
QUEST_LV_0100_20160718_015542	You have gathered enough Maroulu Herbs. Go back and hand them to Revelator Connor.
QUEST_LV_0100_20160718_015543	Baron Secretary Benius is waiting for help at Myrkiti Farm.
QUEST_LV_0100_20160718_015544	Baron Secretary Benius has asked you to defeat the monsters in the surrounding area that are hindering the work process.
QUEST_LV_0100_20160718_015545	You have dealt with enough monsters in the surrounding area. Go back to Baron Secretary Benius.
QUEST_LV_0100_20160718_015546	Talk to Farmer Deluma
QUEST_LV_0100_20160718_015547	Farmer Deluma is waiting for help at Tenants' Farm.
QUEST_LV_0100_20160718_015548	Collect the hidden farming tools
QUEST_LV_0100_20160718_015549	Farmer Deluma has asked you to retrieve the farming tools that were hidden to prevent them from being stolen by monsters and thieves.
QUEST_LV_0100_20160718_015550	Go back to Farmer Deluma
QUEST_LV_0100_20160718_015551	Acquired enough farming tools. Return to Famer Deluma and give them to him.
QUEST_LV_0100_20160718_015552	Necromancer Drasius is waiting for help at the Goddess' Ancient Garden.
QUEST_LV_0100_20160718_015553	Retrieve the Offering Pouches
QUEST_LV_0100_20160718_015554	Necromancer Drasius says that the reason behind the failed summoning was due to a lack of offerings. Drasius has asked you to retrieve the pouch containing offerings from the loosely strewn rocks near Dumbliu Pond.
QUEST_LV_0100_20160718_015555	Report back to Necromancer Drasius
QUEST_LV_0100_20160718_015556	You have gathered enough offering pouches. Go back to Necromancer Drasius.
QUEST_LV_0100_20160718_015557	Talk to Lumberjack Luoval
QUEST_LV_0100_20160718_015558	Lumberjack Luoval is waiting for help at Escanciu Village.
QUEST_LV_0100_20160718_015559	Lumberjack Luoval says that there are too many monsters for him to gather lumber from Neryshkus Sanctum Ruins. Defeat the monsters there to allow Luoval to gather lumber.
QUEST_LV_0100_20160718_015560	Report back to Lumberjack Luoval
QUEST_LV_0100_20160718_015561	You have dealt with enough monsters from the Neryshkus Sanctum Ruins. Report back to Lumberjack Luoval.
QUEST_LV_0100_20160718_015562	Stonemason Canolyn is waiting for help at the Fedimian Suburbs.
QUEST_LV_0100_20160718_015563	Deal with the monsters at Leipsna Chapel Site
QUEST_LV_0100_20160718_015564	Stonemason Canolyn wishes to establish a trade hub that leads to Fedimian at Leipsna Chapel Site. Deal with the monsters there and return to Canolyn.
QUEST_LV_0100_20160718_015565	You have dealt with enough monsters at Leipsna Chapel Site. Go back to Stonemason Canoyln.
QUEST_LV_0100_20160718_015566	Talk to Priest Rovli
QUEST_LV_0100_20160718_015567	Priest Rovli is waiting for help at Bellai Rainforest.
QUEST_LV_0100_20160718_015568	Teach the Ferrets a lesson
QUEST_LV_0100_20160718_015569	Priest Rovli wishes to teach the Ferrets that are wrecking havoc on roads that lead to the major shrines a lesson. Teach the Ferrets in the surrounding area a lesson.
QUEST_LV_0100_20160718_015570	Report back to Priest Rovli
QUEST_LV_0100_20160718_015571	You have scared the Ferrets enough. Go back to Priest Rovli.
QUEST_LV_0100_20160718_015572	Talk to Fiel Dreka
QUEST_LV_0100_20160718_015573	Fiel Dreka is waiting for help at Seir Rainforest.
QUEST_LV_0100_20160718_015574	Collect Ceyral Saplings
QUEST_LV_0100_20160718_015575	Fiel Dreka wishes to collect Ceyral Saplings for Goddess Rada to recover. Collect Ceyral Saplings from near Shulti Workshop and return to Dreka.
QUEST_LV_0100_20160718_015576	Return to Fiel Dreka
QUEST_LV_0100_20160718_015577	You have collected enough Ceyral Saplings. Hand them to Fiel Dreka.
QUEST_LV_0100_20160718_015578	Talk to Merchant Dolonas
QUEST_LV_0100_20160718_015579	Merchant Dolonas is waiting for help at Fasika Plateau.
QUEST_LV_0100_20160718_015580	Merchant Dolonas has asked for help in order to pass Fasika Plateau safely. Deal with the monsters in the surrounding area to make it safer.
QUEST_LV_0100_20160718_015581	Report back to Merchant Dolonas
QUEST_LV_0100_20160718_015582	You have cleared the area of enough monsters. Go back and give Merchant Dolonas the good news.
QUEST_LV_0100_20160718_015583	Talk to the Collection Member
QUEST_LV_0100_20160718_015584	The Collection Member at Manahas is waiting for help.
QUEST_LV_0100_20160718_015585	Excavate Manaryll Tombstones
QUEST_LV_0100_20160718_015586	The Collection Member has asked you to help find ancient Manahas relics from the Augalu Garden. Dig through the soil to find Manaryll Tombstones.
QUEST_LV_0100_20160718_015587	Report back to the Collection Member.
QUEST_LV_0100_20160718_015588	You have found enough Manaryll Tombstones. Hand them in to the Collection Member.
QUEST_LV_0100_20160718_015589	The Swordsman Submaster wishes to prove your skills as a Revelator. Go past the Woods of the Linked Bridges and defeat Red Kepas and Woodins in Paupys Crossing.
QUEST_LV_0100_20160718_015590	To judge your practical skills and strength, the Highlander Submaster has tasked you with defeating Woodins in Paupys Crossing. Go past the Woods of the Linked Bridges to get to Paupys Crossing.
QUEST_LV_0100_20160718_015591	The Swordsman Submaster has tasked you with defeating Gosarus in the Dadan Jungle to achieve an even stronger level. Go to the Dadan Jungle by passing Paupys Crossing, Koru Jungle and Knidos Jungle.
QUEST_LV_0100_20160718_015592	To evaluate how much you have grown as a Revelator, the Highlander Submaster has tasked you with defeating Gosarus in the Dadan Jungle. Go to the Dadan Jungle by passing Paupys Crossing, Koru Jungle and Knidos Jungle.
QUEST_LV_0100_20160718_015593	The Peltasta Submaster wants to test your shield-using abilities. Go to the Dadan Jungle by passing Paupys Crossing, Koru Jungle and Knidos Jungle. Equip a shield and hunt monsters once you get there. Defeating demons will earn you extra points. Alas, this is a task you will have to complete on your own.
QUEST_LV_0100_20160718_015594	The Hoplite Submaster has tasked you with defeating Rafflys at the Dadan Jungle. Go to the Dadan Jungle by passing Paupys Crossing, Koru Jungle and Knidos Jungle.
QUEST_LV_0100_20160718_015595	The Barbarian Submaster wants to test your mind for combat. Go to the Dadan Jungle by passing Paupys Crossing, Koru Jungle and Knidos Jungle. Defeat the Gosarus there and submit proof of your hunt.
QUEST_LV_0100_20160718_015596	The Priest Submaster has asked you to visit Koru Jungle, Knidos Jungle and Dadan Jungle and collect Wormwood, Hemostasis Herb and Moonlight Flower respectively in each area. Go those areas by passing Paupys Crossing and Koru Jungle.
QUEST_LV_0100_20160718_015597	Go to the Dadan Jungle by passing Paupys Crossing, Koru Jungle and Knidos Jungle. Then collect Raffly Soul Crystals and Vubbe Warrior Mind Crystals from Dadan Jungle.
QUEST_LV_0100_20160718_015598	Go meet Blacksmith Ilanai in Orsha to pass the request of Dievdirbys Submaster.
QUEST_LV_0100_20160718_015599	Talk with Blacksmith Ilanai in Orsha and ask about the necessary materials.
QUEST_LV_0100_20160718_015600	Blacksmith Ilanai doesn't have a chisel ready for you, but she can make one if you collect the right materials. Go to the Dadan Jungle by passing Paupys Crossing, Koru Jungle and Knidos Jungle. Defeat Grummers there and collect chunks of metal from them.
QUEST_LV_0100_20160718_015601	You have collected enough chunks of metal. Bring them to Blacksmith Ilanai in Orsha.
QUEST_LV_0100_20160718_015602	Talk with Blacksmith Ilanai in Orsha and receive the chisel.
QUEST_LV_0100_20160718_015603	You successfully defeated the monster after it suddenly attacking from beneath the water. Ask Napalis if they are all right.
QUEST_LV_0100_20160718_015604	Dievdirbys Asel is waiting for you at Grynas Hills. Go find Dievdirbys Asel.
QUEST_LV_0100_20160718_015605	Talk to the Quiet Owl Sculpture at Susipyne Hill Areas
QUEST_LV_0100_20160718_015606	Dievdirbys Asel suggests that you split up to investigate about the Owl Sculpture. Go and take a look at the Quiet Owl Sculpture at Susipyne Hill Areas.
QUEST_LV_0100_20160718_015607	Talk to Dievdirbys Asel at the Siauras Valley
QUEST_LV_0100_20160718_015608	Unfortunately, the Quiet Owl Sculpture says that the information you seek is in the hands of the Sleeping Owl Sculpture. Go to Siauras Valley where Dievdirbys Asel is.
QUEST_LV_0100_20160718_015609	Dievdirbys Asel has crafted a Small Owl Sculpture. Take it to the Friendly Owl Sculpture.
QUEST_LV_0100_20160718_015610	Go back to Dievdirbys Asel
QUEST_LV_0100_20160718_015611	The Friendly Owl Sculpture has given some of its powers to the Small Owl Sculpture. Go back to Dievdirbys Asel with the Sculpture.
QUEST_LV_0100_20160718_015612	The Broken Owl Sculpture has shown parts of the past. Talk about what you have seen with Dievdirbys Asel.
