QUEST_LV_0200_20150317_000001	$Soldado de Philipas
QUEST_LV_0200_20150714_007204	O cenário terrível desta cidade é resultado da rebelião comandada por Ruklys e os cidadãos há 600 anos.{nl}As Geadas de Pedra começaram a cair depois do fim da rebelião e transformaram tudo em pedra.{nl}
QUEST_LV_0200_20150714_007205	O reino já teria sido destruído sem a presença do Premiê Eminente.{nl}Se ele ainda estivesse vivo... Poderíamos ter superado essas dificuldades antes.
QUEST_LV_0200_20150714_007206	Este é o vento assustador que transforma tudo em pedra.{nl}Depois do Medzio Diena, a frequência do vento ficou irregular.{nl}
QUEST_LV_0200_20150714_007207	Depois de encontrar as Geadas de Pedra, é impossível se recuperar.{nl}O pecado de Ruklys, o traidor, é terrível assim.
QUEST_LV_0200_20150714_007208	Os Cavaleiros de Kaliss estão procurando uma cura...{nl}A maldição já dura 600 anos. Acho que não há uma cura.
QUEST_LV_0200_20150714_007209	O Sparnas de Chifres apareceu com o vento da Geada de Pedra.{nl}Os soldados estão exaustos. É melhor evitar que se envolvam e lutem com o Sparnas de Chifres.{nl}
QUEST_LV_0200_20150714_007210	Se pudermos eliminar as Geadas de Pedra fracas com o Pergaminho de Absorção, podemos ganhar tempo.{nl}Vamos atrair o Sparnas de Chifres até o mercado antigo, onde cairá a próxima Geada de Pedra.
QUEST_LV_0200_20150714_007211	Tenho um amigo que deveria vir aqui, mas ele desapareceu.{nl}Acho que aconteceu alguma coisa.
QUEST_LV_0200_20150714_007212	Ele está escondido entre os guardas perto da Grande Praça.{nl}Esta garrafa d'água tem um código. Entregue isso para os guardas. Eles saberão e falarão com você.
QUEST_LV_0200_20150714_007213	Ele está escondido entre os guardas.{nl}Esta garrafa d'água tem um código. Entregue isso para os guardas. Eles saberão e falarão com você.
QUEST_LV_0200_20150714_007214	Shhhh! Fale baixo. Se nos pegarem, é o nosso fim.{nl}Aquele idiota do Juvertas mandou você aqui?{nl}
QUEST_LV_0200_20150714_007215	Eu falei várias vezes que voltaria quando terminasse meu trabalho aqui.{nl}Na verdade, temos um grande problema.
QUEST_LV_0200_20150714_007216	Nossa família não pode entrar na cidade.{nl}Não podemos trazê-los para cá sem que as tropas saibam.{nl}
QUEST_LV_0200_20150714_007217	Vou armar uma confusão na Grande Praça. Vou atrair o Saltimestre que está rondando a área. {nl}Para isso, você precisa obter Pó de Pedra Aromática com os monstros. Pode fazer isso?
QUEST_LV_0200_20150714_007218	Nossas famílias deveriam ter passado por aqui antes do Exército Real. {nl}Mas Retia apressou as coisas quando a Geada de Pedra caiu há um tempo e não conseguimos.
QUEST_LV_0200_20150714_007219	Se jogar isso aqui, logo verá o enorme Saltimestre aparecer.{nl}Mas não é o nosso plano.
QUEST_LV_0200_20150714_007220	Esse lugar não deve se tornar um campo de batalha. Assim, nossas famílias não conseguiriam passar.{nl}Esfregue este pó nos Carnursos que aparecem na Grande Praça.{nl}
QUEST_LV_0200_20150714_007221	Assim, o Saltimestre atacará os Carnursos. {nl}Retia não vai ficar parada vendo sua área ser invadida assim.
QUEST_LV_0200_20150714_007222	Nossas famílias vêm de várias regiões.{nl}Eu já fui um oficial júnior e sonhava em me tornar um estrategista.{nl}
QUEST_LV_0200_20150714_007223	Claro, antes que a área para a qual fui designado desaparecesse completamente durante o Medzio Diena.
QUEST_LV_0200_20150714_007224	Você usou tudo?{nl}Então, essa é a hora de agir!
QUEST_LV_0200_20150714_007225	Encontre Retia e diga que o Saltimestre está vindo.{nl}Ela não vai acreditar, mas já consigo sentir o Saltimestre correndo para cá. {nl}Rápido!
QUEST_LV_0200_20150714_007226	Você só precisa dizer que o Saltimestre está vindo.{nl}Não há por que suspeitar de nós.
QUEST_LV_0200_20150714_007227	Nossas famílias conseguiram passar sem problemas.{nl}Como os soldados do reino ainda confiam em você, não vão descobrir.{nl}
QUEST_LV_0200_20150714_007228	Esta cidade... você descobrirá muitas coisas interessantes se continuar sua jornada aqui.{nl}E também pode conhecer nossas famílias.
QUEST_LV_0200_20150714_007229	Eu também não quero ficar aqui.{nl}Eu não estaria aqui se não tivesse ordens para ajudar os Cavaleiros de Kaliss...{nl}
QUEST_LV_0200_20150714_007230	Kostas não volta há dias, então não posso sair daqui.{nl}Mas os monstros estão soltos por aí e não posso ficar sem fazer nada.
QUEST_LV_0200_20150714_007231	$Precisamos ficar aqui até Kostas voltar.{nl}Temos muito que fazer. Espero que ele volte logo.
QUEST_LV_0200_20150714_007232	Os oficiais não gostam dos Cavaleiros de Kaliss. {nl}Para guardas de patente mais baixa, como eu, os Cavaleiros de Kaliss oferecem suprimentos e apoio. Não há por que os odiarmos.
QUEST_LV_0200_20150714_007233	Se encontrarmos o Símbolo de Sedimento, conseguiremos entrar na área sem nenhum problema.
QUEST_LV_0200_20150714_007234	Não tenho notícias de Kostas.{nl}Ah... Não sei a quem reportar.
QUEST_LV_0200_20150714_007235	$Os soldados do reino, os Cavaleiros de Kaliss e os ladrões de túmulos mantêm um ótimo equilíbrio.{nl}É por isso que as pessoas podem ao menos andar... Antes disso, ninguém ficava aqui.
QUEST_LV_0200_20150714_007236	Grande parte da cidade mantém sua forma original de 600 anos depois da tragédia das Geadas de Pedra.{nl}Uma de minhas missões é eliminar o registro de rebeldes aqui.{nl}
QUEST_LV_0200_20150714_007237	Não posso deixar meu posto sem Kostas aqui.{nl}Você pode encontrar vários registros se procurar na área comercial. Quero que cuide disso.
QUEST_LV_0200_20150714_007238	Não se preocupe com o que está escrito nos registros. {nl}Não faz sentido.
QUEST_LV_0200_20150714_007239	Preciso escoltar, limpar e proteger. Não sei como esperam que eu faça tudo por conta própria. {nl}Que bom que você veio ajudar.
QUEST_LV_0200_20150714_007240	É uma história antiga,{nl}mas vários soldados do reino vieram para uma verificação preliminar e ajudar a pesquisa dos Cavaleiros de Kaliss.{nl}
QUEST_LV_0200_20150714_007241	Mas ao contrário do que acreditavam, as Geadas de Pedra estavam esperando.{nl}Morreram aqui... Quero pegar suas recordações, mas é difícil...
QUEST_LV_0200_20150714_007242	As autoridades não aceitaram bem o sacrifício de dezenas de soldados em atividades de suporte. {nl}Por isso, o Exército Real e os Cavaleiros de Kaliss ficaram distantes.
QUEST_LV_0200_20150714_007243	Ainda bem que era o meu dia de folga... Eu nem quero pensar nisso.{nl}Vou entregar isso para as famílias dos falecidos.
QUEST_LV_0200_20150714_007244	Gofden...{nl}O Símbolo de Sedimento... Ah, desculpe. Falei sozinho na sua frente.{nl}Se carregar isso, as Geadas de Pedra não poderão atingir você. Não acha isso incrível?{nl}
QUEST_LV_0200_20150714_007245	Dizem que você sai por aí salvando o mundo de acordo com a vontade da Deusa?{nl}Então, também pode salvar esta cidade!
QUEST_LV_0200_20150714_007246	Nosso patrão não nos dá nada além dos fundos de pesquisa para reviver a cidade.{nl}Por isso, magos como eu, que querem algum resultado, pesquisam escondidos dos soldados do reino e dos Cavaleiros de Kaliss.
QUEST_LV_0200_20150714_007247	Isso é o bastante.{nl}Ótimo. Vamos combinar isso ao Símbolo de Sedimento.
QUEST_LV_0200_20150714_007248	A combinação teve sucesso... mas não tenho como prever sua eficácia.{nl}Pegue o Símbolo de Sedimento e tente usá-lo nos monstros desta área.
QUEST_LV_0200_20150714_007249	Se funcionar, alguma coisa reagirá a isso.{nl}Como os efeitos da Geada de Pedra sumiram, talvez isso seja mais rápido. Enfim, conto com você.
QUEST_LV_0200_20150714_007250	Como lhe entreguei o Símbolo de Sedimento, vou morrer quando a Geada de Pedra cair aqui.{nl}Por favor, faça isso o mais rápido possível.
QUEST_LV_0200_20150714_007251	Deu certo, não é?{nl}Então, vou amplificá-lo!
QUEST_LV_0200_20150714_007252	Ah... Eu quase esqueci.{nl}Mesmo amplificando o Símbolo de Sedimento com a Pedra de Reação, o poder não é eterno.{nl}
QUEST_LV_0200_20150714_007253	{memo X}Isso, muito bom... Vou ativá-lo somente quando a Geada de Pedra cair.{nl}Devo conseguir o detector em algum lugar.
QUEST_LV_0200_20150714_007254	{memo X}Se conseguir o detector, eu faço o resto.{nl}Você contribuiu muito para este experimento. Vou lhe dar os efeitos do Símbolo de Sedimento.{nl}Embora não vá durar muito...
QUEST_LV_0200_20150714_007255	Houve experiências no passado.{nl}Na Agência de Reconstrução de Roxona, um laboratório separado pesquisava a maldição das Geadas de Pedra.{nl}
QUEST_LV_0200_20150714_007256	Mas os demônios atacaram.{nl}A maioria foi morta pelos demônios ou petrificada pelos dispositivos experimentais.{nl}
QUEST_LV_0200_20150714_007257	O Símbolo de Sedimento... traz muitas lembranças.{nl}Foi uma pena, pois as experiências tinham começado a mostrar resultados.
QUEST_LV_0200_20150714_007258	Querem que eu proteja os objetos na Oficina Gerove.{nl}Você acha que isso faz sentido? Por que não pedem para os monstros protegerem?{nl}
QUEST_LV_0200_20150714_007259	Ah! Vamos fazer assim.{nl}Ei, você pode me ajudar um pouco?
QUEST_LV_0200_20150714_007260	Ainda bem que os covardes dos Ladrões Dico não chegaram aqui ainda.{nl}As coisas são limitadas, mas as pessoas estão vindo em bandos para pegá-las...
QUEST_LV_0200_20150714_007261	Se estiver limpo assim, parece que eu posso começar.
QUEST_LV_0200_20150714_007262	Os ladrões deixaram algumas caixas na Oficina Gerove.{nl}Ao esfregar Erva de Velas, os monstros devem aparecer.{nl}
QUEST_LV_0200_20150714_007263	Mas você deve ter cuidado.{nl}Os monstros não são agradáveis. É melhor fugir depois de atacá-los um pouco.
QUEST_LV_0200_20150714_007264	Acho que posso sair um pouco daqui graças a você.{nl}
QUEST_LV_0200_20150714_007265	Você não viu os Ladrões Dico, viu?{nl}Na verdade, eu também não os vi, mas Amanda disse para tomar cuidado.
QUEST_LV_0200_20150714_007266	Cuide dos monstros no Distrito Militar enquanto eu preparo o teste. {nl}Não podem nos pegar ou interromper.
QUEST_LV_0200_20150714_007267	O topo da fortaleza é relativamente seguro.{nl}Se você sair daqui, encontrará vários monstros e ladrões.{nl}Claro, os soldados do reino também. 
QUEST_LV_0200_20150714_007268	$Não gosto disso. Proteger esse lugar com os Cavaleiros de Kaliss por aí.{nl}Você nunca vai entender como é.
QUEST_LV_0200_20150714_007269	Até agora, você só deve ter visto artefatos que paravam o tempo.{nl}Agora, comigo aqui, será diferente.
QUEST_LV_0200_20150714_007270	Vou continuar o teste daqui.{nl}Por favor, vá até o portal e ative-o.
QUEST_LV_0200_20150714_007271	Não se preocupe muito.{nl}São apenas memórias, portanto, não poderão fazer nenhum mal a você.
QUEST_LV_0200_20150714_007272	Sinto muito. Você se machucou?{nl}Eu não sabia que excederia minhas expectativas.{nl}
QUEST_LV_0200_20150714_007273	O que era aquilo? Demônios? São realmente demônios?{nl}Eu não tenho como saber. Acho que vou precisar ajustar o portal que leva à Fortaleza da Terra.
QUEST_LV_0200_20150714_007274	É um pouco perigoso... mas quero propor um acordo.{nl}Na verdade, estamos cooperando com os Ladrões de Amanda. Sim, sei que é loucura.{nl}
QUEST_LV_0200_20150714_007275	Para conseguir o que quer, você deve correr esse risco.{nl}Ajude os Ladrões de Amanda a entrarem na cidade.
QUEST_LV_0200_20150714_007276	{memo X}Os mortos voltarão se esta cidade se livrar da maldição?{nl}Não, mas o que vai acontecer depois é mais importante.
QUEST_LV_0200_20150714_007277	Parece que arriscamos nossa vida a cada segundo.{nl}Mas estamos sempre atentos para que nada dê errado.
QUEST_LV_0200_20150714_007278	Somos diferentes dos Ladrões Dico.{nl}Se você me ajudar desta vez, certamente vou retribuir um dia.
QUEST_LV_0200_20150714_007279	Os guardas estavam perguntando o que era essa confusão e falei de você. {nl}Deve dar tudo certo.{nl}
QUEST_LV_0200_20150714_007280	Se observar a cidade daqui, o tempo parece ter parado.{nl}Porém, muitos incidentes acontecem todos os dias.{nl}{nl}
QUEST_LV_0200_20150714_007281	Precisamos trazer Steponas aqui.{nl}Ele prometeu nos levar ao Núcleo Congelado. Isso vai ajudar a estudar as Geadas de Pedra.{nl}
QUEST_LV_0200_20150714_007282	Precisamos esvaziar as Ruínas do Moinho, mas podem suspeitar se eu fizer o trabalho...{nl}Como o Exército Real respeita você, quero a sua ajuda.
QUEST_LV_0200_20150714_007283	Vão reduzir suas fronteiras conforme são atacados.{nl}Ou trazer um grande exército... mas não poderão fazer isso no estado atual do reino.
QUEST_LV_0200_20150714_007284	Agora, atraia os guardas até as Ruínas do Moinho.{nl}Diga que os monstros estão atacando a Bifurcação do Estuário.{nl}
QUEST_LV_0200_20150714_007285	Steponas passará escondido.{nl}Claro, você ganhará a confiança deles. 
QUEST_LV_0200_20150714_007286	Rofdel ficará de olho da torre de vigia. Porém, em um dia nublado assim, não faz diferença.
QUEST_LV_0200_20150714_007287	Steponas passou em segurança.{nl}Ele estava te procurando. Vá ajudá-lo.{nl}
QUEST_LV_0200_20150714_007288	Os guardas não falarão sobre nós para Rofdel.{nl}Tudo o que estavam fazendo até agora é contra a lei militar.
QUEST_LV_0200_20150714_007289	Você viu os registros restantes nesta cidade? Não achou um pouco estranho?{nl}Os Cavaleiros de Kaliss estão recolhendo os registros que os soldados do reino ainda não eliminaram.{nl}
QUEST_LV_0200_20150714_007290	Tenho um pedido. Pegue a propaganda que o Exército Real distribuiu.{nl}Quando as compararmos com os registros que pegamos, vamos encontrar alguma coisa.
QUEST_LV_0200_20150714_007291	Com a derrota de Ruklys cada vez mais concreta, o Exército Real começou a distribuir mais propaganda.{nl}Algumas propagandas devem ter ficado nas Geadas de Pedra.
QUEST_LV_0200_20150714_007292	Eles fizeram histórias tão constrangedoras soarem como um épico heroico para os ignorantes. {nl}Seiscentos anos se passaram, mas ainda são constrangedoras.
QUEST_LV_0200_20150714_007293	Foi você que gerou uma oportunidade para mim.{nl}Mas que seja. Não sabia que aqui tinha tantos guardas.
QUEST_LV_0200_20150714_007294	Preciso da sua ajuda. Preciso de uma bomba mais poderosa.{nl}O Núcleo Congelado que prometi aos Cavaleiros de Kaliss está dentro do Gelador de Pedra.
QUEST_LV_0200_20150714_007295	Só faça o que eu disse. {nl}Sem a bomba, não vamos conseguir o Núcleo Congelado.
QUEST_LV_0200_20150714_007296	O nível de pureza não é satisfatório.{nl}Isso pode demorar.
QUEST_LV_0200_20150714_007297	Como não temos um fusível, foi feita para explodir ao ser acertada.{nl}Fique com isso para testar nos monstros.
QUEST_LV_0200_20150714_007298	Se não fizermos isso, não poderemos começar o próximo passo.
QUEST_LV_0200_20150714_007299	Não vai explodir imediatamente e a explosão não é firme.{nl}O que fazer...?
QUEST_LV_0200_20150714_007300	Deve grudar no monstro para garantir uma boa explosão.{nl}Você pode pegar Muco Grudento dos monstros em Viskas?
QUEST_LV_0200_20150714_007301	Vou falar de novo. Essa é a única maneira de manter você em segurança.{nl}Hmm? Claro que você deve jogar. Estou ocupado.
QUEST_LV_0200_20150714_007302	Acho que você derramou um pouco no caminho. {nl}Estragou seus sapatos novos.
QUEST_LV_0200_20150714_007303	Você vai encontrar um Gelador de Pedra firme na área residencial. {nl}Jogue isso nele para acordá-lo. Não se esqueça de se afastar depois de jogar.
QUEST_LV_0200_20150714_007304	Quando a armadura se abrir, mire nesse espaço.{nl}Não se esqueça do Núcleo Congelado.{nl}
QUEST_LV_0200_20150714_007305	Quer dizer que este é o Núcleo Congelado que incomodou a tantos... {nl}Os soldados que lhe ajudaram vão contar suas histórias heroicas para o homem na torre de vigia e não vão suspeitar de você. Não se preocupe.
QUEST_LV_0200_20150714_007306	Fiquei bem preocupado, pois parece estar havendo uma grande confusão ali.{nl}Mas também tive resultados produtivos. Vai dar tudo certo logo.{nl}
QUEST_LV_0200_20150714_007307	Se você ficar por aqui, fale comigo.{nl}Posso lançar um feitiço para proteger você das Geadas de Pedra.
QUEST_LV_0200_20150714_007308	Ótimo. Vamos ao mercado antigo. {nl}Quando você tocar no detector, o Sparnas de Chifres vai atacar.
QUEST_LV_0200_20150714_007309	Os Ladrões Dico são muito espertos.{nl}Eles compram velharias baratas e enterram onde a Geada de Pedra cai.{nl}
