QUEST_LV_0200_20150317_000001	Soldado de Philipas
QUEST_LV_0200_20150729_008892	A Peregrina Liliya disse estar faminta e quer que voc?traga comida para ela. Obtenha carne comest?el do Kepo.
QUEST_LV_0200_20150729_008893	Obtenha carne de Kepari
QUEST_LV_0200_20150729_008894	O Peregrino Julius n? consegue se mover, pois est?faminto. Traga carne de Kepari para ele.
QUEST_LV_0200_20150729_008895	Voc?conseguiu carne de Kepari suficiente. Entregue-a para o Peregrino Julius.
QUEST_LV_0200_20150729_008896	Fale com a Coruja Fraca
QUEST_LV_0200_20150729_008897	Voc?conseguiu o ?eo das caixas. Fale com a Coruja Fraca.
QUEST_LV_0200_20150729_008898	Voc?precisa de uma escova para remover a terra da l?ide. Use um espinho paralisante no Arqueiro Wendigo e pegue Pelos Espetados.
QUEST_LV_0200_20150729_008899	Obtenha %s do Arqueiro Wendigo
QUEST_LV_0200_20150729_008900	A parte superior da l?ide est?destru?a. Talvez voc?encontre fragmentos da l?ide com os Minos da ?ea.
QUEST_LV_0200_20150729_008901	Derrote o M?ico Sacroventre que reagir ao removedor de ferrugem que Justas lhe deu e obtenha o L?uido Borbulhante.
QUEST_LV_0200_20150729_008902	Jones disse que precisa de Hidr?itas Acylado para purificar a ?ua. Obtenha Hidr?itas Acylado no P?tano Daram ou na ea Inundada Minia.
QUEST_LV_0200_20150730_008903	Santu?io da Verdade ou Mentira? (3)
QUEST_LV_0200_20150803_008904	Notice/Collected sufficient Chafperor Thorn Venom. Now collect poison from thorny tress.
QUEST_LV_0200_20150803_008905	Notice/Collected sufficient poison from thorny trees. Now collect Spring Water Venom.
QUEST_LV_0200_20150803_008906	Derrote os Duendes da Floresta
QUEST_LV_0200_20150803_008907	Obtenha %s na caixa
QUEST_LV_0200_20150908_008908	O Duende Vermelho Gigante est?furioso!
QUEST_LV_0200_20150908_008909	Derrote a vore de Ferro!
QUEST_LV_0200_20150908_008910	Derrote o terr?el Gaigalas!
QUEST_LV_0200_20150908_008911	Um grupo de Gribas Azuis Grandes apareceu de repente!
QUEST_LV_0200_20150908_008912	Experimentando o colar
QUEST_LV_0200_20150908_008913	Derrote o Lobisomem que matou o dono da recordao!
QUEST_LV_0200_20150908_008914	Consolando a alma
QUEST_LV_0200_20150908_008915	As recordaes desapareceram com o colar!
QUEST_LV_0200_20150908_008916	Derrote os monstros interferindo enquanto Gritah verifica o Campo M?ico!
QUEST_LV_0200_20150908_008917	Use o Detector da Proemin?cia para encontrar os monstros de fogo e derrot?los!
QUEST_LV_0200_20150908_008918	Voc?completou a Joia da Proemin?cia!
QUEST_LV_0200_20150908_008919	Verificando o campo m?ico
QUEST_LV_0200_20150908_008920	O dispositivo est?suprimindo o poder m?ico da Torre. {nl}?melhor destru?lo logo.
QUEST_LV_0200_20150908_008921	Voc?chegou ?Floresta Kateen como a Deusa Gabija pediu
QUEST_LV_0200_20150908_008922	Felizmente, a colmeia parece segura
QUEST_LV_0200_20150908_008923	Voc?encontrou a carne que Dorjen pediu
QUEST_LV_0200_20150908_008924	Voc?tentou montar o espantalho, mas os monstros n? mostram reaes incomuns.
QUEST_LV_0200_20150908_008925	Restaurando
QUEST_LV_0200_20150908_008926	O S?bolo da Deusa Austeja foi restaurado!
QUEST_LV_0200_20150908_008927	Agora posso ser livre...
QUEST_LV_0200_20150908_008928	Finalmente, liberdade...
QUEST_LV_0200_20150908_008929	Finalmente...
QUEST_LV_0200_20150908_008930	Estou livre dessas amarras...
QUEST_LV_0200_20150908_008931	Isso ?o bastante...
QUEST_LV_0200_20150908_008932	Estou livre. Finalmente, estou livre...
QUEST_LV_0200_20150908_008933	Agrade? por me libertar.
QUEST_LV_0200_20150908_008934	Agrade? por me libertar.
QUEST_LV_0200_20150908_008935	Agora estou mesmo livre.
QUEST_LV_0200_20150908_008936	Suba e encontre a Deusa Gabija!
QUEST_LV_0200_20150908_008937	O Coguerva que destruiu a Escultura de Coruja apareceu!
QUEST_LV_0200_20150908_008938	Liliya faleceu. {nl}Fa? um t?ulo para ela.
QUEST_LV_0200_20150908_008939	Voc?fez um t?ulo para Liliya
QUEST_LV_0200_20150908_008940	Procurando na carne podre
QUEST_LV_0200_20150908_008941	Voc?encontrou restos na pilha de comida! {nl}Jogue nos monstros usando a tecla V e derrote-os!
QUEST_LV_0200_20150908_008942	Voc?destruiu o Cristal de Raiz de vore! {nl}A maldio vai desaparecer!
QUEST_LV_0200_20150908_008943	O Cristal de Raiz de vore absorveu vigor e espalhou o cerne!{nl}Primeiro, encontre os cernes espalhados e destrua-os!
QUEST_LV_0200_20150908_008944	Voc?destruiu todos os cernes e o Cristal de Raiz de vore tamb? foi destru?o
QUEST_LV_0200_20150908_008945	Balan?ndo
QUEST_LV_0200_20150908_008946	Um memorando caiu!
QUEST_LV_0200_20150908_008947	Verificando o Cristal de Raiz de vore Mutante
QUEST_LV_0200_20150908_008948	O Cristal de Raiz de vore amaldi?ou a ?ea ao redor! {nl}Cuidado para n? pisar no solo amaldi?ado!
QUEST_LV_0200_20150908_008949	Voc?deve destruir o cerne carregado por um monstro!{nl}Cace os monstros!
QUEST_LV_0200_20150908_008950	Voc?encontrou o Cerne de Cristal e o destruiu!{nl}A corrupo vai desaparecer!
QUEST_LV_0200_20150908_008951	Verificando o Cristal de Raiz de vore
QUEST_LV_0200_20150908_008952	O Cristal de Raiz de vore se multiplicou! Encontre o verdadeiro e destrua-o!
QUEST_LV_0200_20150908_008953	Um memorando caiu
QUEST_LV_0200_20150908_008954	O Cristal de Raiz de vore mutante desapareceu!
QUEST_LV_0200_20150908_008955	A energia maligna do ba?foi absorvida pelos monstros. {nl}Derrote os monstros ao redor do ba?e coloque a energia maligna dentro dele.
QUEST_LV_0200_20150908_008956	O ba?desapareceu!
QUEST_LV_0200_20150908_008957	As almas aprisionadas ao altar apareceram! Conven? as almas furiosas e ajude-as a encontrar a paz.
QUEST_LV_0200_20150908_008958	Rezando
QUEST_LV_0200_20150908_008959	Colha flores e ofere?-as ? almas aprisionadas no altar
QUEST_LV_0200_20150908_008960	Limpando o altar
QUEST_LV_0200_20150908_008961	Voc?limpou o altar e colheu as flores novamente!
QUEST_LV_0200_20150908_008962	Voc?tranquilizou a alma!
QUEST_LV_0200_20150908_008963	Obtenha as P?inas da Escritura dos monstros!
QUEST_LV_0200_20150908_008964	Colocando a Escritura
QUEST_LV_0200_20150908_008965	O Tetraboi j?devorou a alma!{nl}Derrote o Tetraboi!
QUEST_LV_0200_20150908_008966	A Alma do Peregrino desapareceu!
QUEST_LV_0200_20150908_008967	Verificando o altar
QUEST_LV_0200_20150908_008968	Pegue Secreo Fria derrotando os monstros e borrife-a no altar!
QUEST_LV_0200_20150908_008969	Borrifando Secreo Fria
QUEST_LV_0200_20150908_008970	O sacr?io foi corrompido em vez de aben?ado
QUEST_LV_0200_20150908_008971	Observando o sacr?io
QUEST_LV_0200_20150908_008972	Os monstros est? atacando o sacr?io!
QUEST_LV_0200_20150908_008973	Borrifando 햓ua Benta
QUEST_LV_0200_20150908_008974	Voc?purificou o Sacr?io!
QUEST_LV_0200_20150908_008975	A Est?ua da Deusa era falsa! Derrote o Sparnas de Chifres!
QUEST_LV_0200_20150908_008976	A Est?ua da Deusa n? mostra reao. Encontre o Escultor Tesla na Floresta Siauliai Ocidental
QUEST_LV_0200_20150908_008977	Explicando sobre a Est?ua da Deusa na Floresta da Orao
QUEST_LV_0200_20150908_008978	H?uma grande rachadura no pedestal da Est?ua da Deusa.{nl}Procure os materiais que o Escultor Tesla pediu.
QUEST_LV_0200_20150908_008979	Consertando a Est?ua da Deusa
QUEST_LV_0200_20150908_008980	Examinando a Est?ua da Deusa
QUEST_LV_0200_20150908_008981	A Est?ua da Deusa explodiu e criou c?culos m?icos demon?cos na ?ea! {nl}Como voc?n? sabe o que vai sair deles, destrua os c?culos m?icos!
QUEST_LV_0200_20150908_008982	Retirando o S?bolo
QUEST_LV_0200_20150908_008983	Voc?encontrou o S?bolo! Use o S?bolo para procurar monstros escondidos!
QUEST_LV_0200_20150908_008984	Queimando o Emblema
QUEST_LV_0200_20150908_008985	O Sacr?io foi purificado
QUEST_LV_0200_20150908_008986	Venerando com 햓ua Pura
QUEST_LV_0200_20150908_008987	A Est?ua da Deusa come?u a ser atacada enquanto voc?a venerava!{nl}Elimine os arbustos espinhosos prendendo a Est?ua da Deusa e proteja-a dos monstros que est? vindo de toda parte!
QUEST_LV_0200_20150908_008988	Colocando as flores em frente ao Sacr?io
QUEST_LV_0200_20150908_008989	O Sacr?io n? est?mostrando nenhuma reao!
QUEST_LV_0200_20150908_008990	Queimando o purificador
QUEST_LV_0200_20150908_008991	O Sacr?io foi purificado
QUEST_LV_0200_20150908_008992	Voc?derrotou a vore de Ferro que estava perseguindo o peregrino! Agora, voc?receber?a b?o do Sacr?io.
QUEST_LV_0200_20150908_008993	Witas faleceu.{nl}Fa? um t?ulo para ele.
QUEST_LV_0200_20150908_008994	Fazendo um t?ulo
QUEST_LV_0200_20150908_008995	Voc?fez o t?ulo de Witas
QUEST_LV_0200_20150908_008996	Olhando para o epit?io
QUEST_LV_0200_20150908_008997	Na moldura que encontrou, voc?v?apenas partes rasgadas do Retrato original.{nl}Procure os outros fragmentos com os monstros da ?ea
QUEST_LV_0200_20150908_008998	Voc?conseguiu todos os fragmentos do Retrato e os colocou na Moldura!
QUEST_LV_0200_20150908_008999	O ba?est?trancado.{nl}Derrote os monstros da ?ea e obtenha a chave!
QUEST_LV_0200_20150908_009000	Voc?encontrou um velho len? no ba?
QUEST_LV_0200_20150908_009001	Voc?pegou o pote!{nl}Agora, voc?deve coloc?lo embaixo da vore dos Irm?s!
QUEST_LV_0200_20150908_009002	Borrifando 햓ua na vore
QUEST_LV_0200_20150908_009003	Voorta estava protegendo o esconderijo e apareceu!
QUEST_LV_0200_20150908_009004	Monstros surgiram depois de farejarem algo!
QUEST_LV_0200_20150908_009005	Cavando novamente
QUEST_LV_0200_20150908_009006	Voc?encontrou uma Trufa na ?ea escavada!
QUEST_LV_0200_20150908_009007	Erguendo a est?ua ca?a
QUEST_LV_0200_20150908_009008	O fogo est?fraco!{nl}Pegue uma flecha do Arqueiro Vubbe Graduado e coloque no fogo!
QUEST_LV_0200_20150908_009009	Complete a Escritura do Esp?ito
QUEST_LV_0200_20150908_009010	Uma joia com formato de l?rima apareceu no dispositivo
QUEST_LV_0200_20150908_009011	Voc?pegou uma joia redonda do subordinado de Naktis
QUEST_LV_0200_20150908_009012	Voc?conseguiu a Chave de Maven!
QUEST_LV_0200_20150908_009013	Inserindo a Rel?uia Sagrada
QUEST_LV_0200_20150908_009014	Pegando o rem?io
QUEST_LV_0200_20150908_009015	Abrindo a porta
QUEST_LV_0200_20150908_009016	Recolhendo os corpos dos sacerdotes
QUEST_LV_0200_20150908_009017	Combinando
QUEST_LV_0200_20150908_009018	Transmitindo as palavras de Laius
QUEST_LV_0200_20150908_009019	Contando o que aconteceu ultimamente
QUEST_LV_0200_20150908_009020	Leia o memorando de Hones!
QUEST_LV_0200_20150908_009021	Colocando os restos
QUEST_LV_0200_20150908_009022	Inserindo a Joia M?ica Espacial
QUEST_LV_0200_20150908_009023	Destruindo
QUEST_LV_0200_20150908_009024	Combinando a Joia M?ica Espacial
QUEST_LV_0200_20150908_009025	Usando a Joia M?ica Espacial
QUEST_LV_0200_20150908_009026	Verificando a heran?
QUEST_LV_0200_20150908_009027	Voc?sente uma energia sinistra saindo do pote!{nl}Encontre a Kupole Vita e conte a situao
QUEST_LV_0200_20150908_009028	Observando
QUEST_LV_0200_20150908_009029	Voc?encontrou materiais adequados para as gravuras no invent?io do monstro
QUEST_LV_0200_20150908_009030	Olhando para a l?ide
QUEST_LV_0200_20150908_009031	Monstros est? atacando!{nl}Derrote-os primeiro e fa? uma gravura!
QUEST_LV_0200_20150908_009032	Aplicando o Suco de Grama
QUEST_LV_0200_20150908_009033	A gravura n? deu certo.{nl}Fale com Adrijus.
QUEST_LV_0200_20150908_009034	Voc?conseguiu criar uma gravura!
QUEST_LV_0200_20150908_009035	H?alguma coisa dentro do solo e est?endurecido{nl}Pegue os materiais da ?ea para fazer uma p?
QUEST_LV_0200_20150908_009036	Voc?precisa de uma p?para escavar!
QUEST_LV_0200_20150908_009037	Enquanto voc?verificava o solo, encontrou uma l?ide virada para baixo!
QUEST_LV_0200_20150908_009038	Olhando para a l?ide
QUEST_LV_0200_20150908_009039	A parte da l?ide que cont? o epit?io est?virada para o ch?.{nl}Vire a l?ide para ler o que est?escrito
QUEST_LV_0200_20150908_009040	A l?ide foi destru?a e s?restou a parte inferior{nl}Voc?pode encontrar os fragmentos com os Minos da ?ea.
QUEST_LV_0200_20150908_009041	Voc?deve encontrar os fragmentos da l?ide!
QUEST_LV_0200_20150908_009042	Ser?dif?il restaur?la sem algum tipo de cola.{nl}Pe? uma para o ferreiro de Klaipeda!
QUEST_LV_0200_20150908_009043	Fa? a cola que o ferreiro recomendou
QUEST_LV_0200_20150908_009044	Colando os fragmentos da l?ide
QUEST_LV_0200_20150908_009045	Voc?conseguiu restaurar a l?ide!
QUEST_LV_0200_20150908_009046	Lendo o epit?io
QUEST_LV_0200_20150908_009047	Procurando nos arbustos
QUEST_LV_0200_20150908_009048	Os arbustos eram muito resistentes e voc?machucou as m?s.{nl}Encontre um jeito de queim?los
QUEST_LV_0200_20150908_009049	N? toque enquanto queima!
QUEST_LV_0200_20150908_009050	Incendiando os arbustos
QUEST_LV_0200_20150908_009051	Lendo o epit?io
QUEST_LV_0200_20150908_009052	Voc?n? tem certeza do que est?escrito na l?ide.{nl}Pergunte para as Asas de Vybora em Klaipeda.
QUEST_LV_0200_20150908_009053	V?at?o lado direito e puxe as alavancas consecutivamente
QUEST_LV_0200_20150908_009054	Puxe a alavanca
QUEST_LV_0200_20150908_009055	Voc?obteve a Placa de Metal!
QUEST_LV_0200_20150908_009056	Monstros apareceram!{nl}Voc?deve derrot?los primeiro e cortar os arbustos!
QUEST_LV_0200_20150908_009057	Use a Vara de Deteco para encontrar onde a Placa de Metal est?enterrada!
QUEST_LV_0200_20150908_009058	{nl}Voc?tocou em alguma coisa que n? deveria!{nl}Derrote o Arconte que estava lacrado!
QUEST_LV_0200_20150908_009059	Encontre Kupole Arune na segunda ?ea da Pris? de Dem?ios!
QUEST_LV_0200_20150908_009060	Voc?conseguiu veneno suficiente dos Abelhouros. Pegue o veneno dos Tocos d'vore Espinhosos.
QUEST_LV_0200_20150908_009061	Voc?conseguiu veneno suficiente dos Tocos d'vore Espinhosos. Agora, pegue o Veneno de 햓ua de Manancial.
QUEST_LV_0200_20150908_009062	Rota da Penit?cia da Grande Catedral
QUEST_LV_0200_20150908_009063	Ressecou demais e o suco parou de sair!
QUEST_LV_0200_20150908_009064	Colhendo os arbustos
QUEST_LV_0200_20150908_009065	Voc?conseguiu os arbustos secos!
QUEST_LV_0200_20150908_009066	Voc?se feriu com os espinhos dos arbustos!
QUEST_LV_0200_20150908_009067	Desenterrando a Placa de Metal
QUEST_LV_0200_20150908_009068	Voc?caiu enquanto estava desenterrando a Placa de Metal, mas conseguiu!
QUEST_LV_0200_20150908_009069	Monstros surgiram de repente perto da Placa de Metal!
QUEST_LV_0200_20150908_009070	Voc?desenterrou a Placa de Metal!
QUEST_LV_0200_20150918_009071	Consegui recuperar um pouco de poder gra?s a voc? mas ?s?o come?...{nl}Vou ajudar a te proteger atraindo os dem?ios com a revelao falsa nesta torre. {nl}
QUEST_LV_0200_20150918_009072	Leve a revelao de Laima at?a Grande Catedral. Acredite em voc?e nunca tenha d?idas.{nl} A vit?ia certamente ser?sua no final.
QUEST_LV_0200_20150918_009073	Boas-vindas. {nl}V?ias coisas est? em falta, ent? devemos aproveitar tudo o que temos.
QUEST_LV_0200_20150918_009074	Cauleposa? Vi uma na Periferia de Fedimian. {nl}O Mestre Indulgente tamb? estava procurando. Voc?ainda n? encontrou?
QUEST_LV_0200_20150918_009075	V?logo encontrar o Mestre Indulgente. Ele est?procurando o Jarro de Fogo h?muito tempo.
QUEST_LV_0200_20150918_009076	Est?falando do Jarro de Fogo? Eu tenho informaes. {nl}Mas n? vou falar nada de gra?. Talvez o ?eo Refor?do do Puragi Azul no Campo Saknis me ajude a falar...
QUEST_LV_0200_20150918_009077	Se voc?n? quer, tamb? n? posso fazer nada. {nl}Sou comerciante, n? um volunt?io.
QUEST_LV_0200_20150918_009078	Oh, agrade? muito. {nl}Ouvi dizer que um monstro chamado Cauleposa carrega o Jarro de Fogo o tempo todo.
QUEST_LV_0200_20150918_009079	H? dizem que o Comerciante de Itens o viu. ?melhor perguntar para ele.
QUEST_LV_0200_20150918_009080	Que desastre. ?t? decepcionante. {nl}Um comerciante como eu pode n? entender totalmente como voc?se sente, mas...
QUEST_LV_0200_20150918_009081	Por isso, fa? um favor para mim e eu te dou algo bacana. Pode n? ser t? bom quanto o que voc?quebrou, mas ainda ??il.
QUEST_LV_0200_20150918_009082	N? estou pedindo muito. {nl}Voc?pode encontrar os S?bolos do Peregrino ao longo da Rota do Dem?io Faminto.
QUEST_LV_0200_20150918_009083	Sen?, n? tenho mais nada. {nl}Se conseguirmos, os dois saem no lucro.
QUEST_LV_0200_20150918_009084	Ent? voc?quer alguma coisa, hein? {nl}Uma vida interessante depende mesmo de desafios ousados, n?
QUEST_LV_0200_20150918_009085	Ora, ora. O que eu andei fazendo? {nl} Oh, minha Liliya...{nl}
QUEST_LV_0200_20150918_009086	A caixa de m?ica e o colar foram roubados pelos subordinados de Naktis e amaldi?ados por ela. {nl}Parece at?que est? zombando dos ensinamentos de Maven.
QUEST_LV_0200_20150918_009087	Espere, minha cabe? voltou a doer por causa da maldio. {nl}Ainda h?tanto a dizer... N? sei se consigo lidar com isso agora.
QUEST_LV_0200_20150918_009088	Agrade? muito. Melhorou mesmo. {nl}A caixa de m?ica... Minha Liliya... Ela n? deve estar neste mundo. {nl}
QUEST_LV_0200_20150918_009089	Se voc?encontrar qualquer posse de Naktis, examine-a cuidadosamente por ela. {nl}O s?bolo do nosso amor que o dem?io engoliu... Por favor, aceite-o como agradecimento por contribuir com nossa vingan?.
QUEST_LV_0200_20150918_009090	O s?bolo ?um colar aben?ado pela Grande Catedral, ent? deve ser bem ?il. {nl}Para mim, o colar n? tem mais nenhum significado.
QUEST_LV_0200_20150918_009091	Agrade? suas palavras gentis.{nl}Seria ?imo se voc?pudesse derrotar os monstros que est? me perturbando.
QUEST_LV_0200_20150918_009092	Teste isso nos monstros que refletem a luz das almas.
QUEST_LV_0200_20150918_009093	Se usar esse rem?io agora, a alma aprisionada no est?ago de um monstro vai brilhar.{nl}Ao derrotar os monstros, a alma ser?libertada.{nl}
QUEST_LV_0200_20150918_009094	Voc?encontrou o resto das almas aprisionadas?{nl}Como pensei... essa receita de confeco pertence a voc?agora.{nl}
QUEST_LV_0200_20150918_009095	Agrade?.{nl}Nossos aliados foram levados para o covil ?direita da Encruzilhada Ishrai.
QUEST_LV_0200_20150918_009096	Voc?deve andar o m?imo que puder.{nl}O Vapor de Chama s?aparece por um instante.
QUEST_LV_0200_20150918_009097	Alguns dizem ter visto almas ressentidas.{nl}Talvez sejam almas que n? conseguiram chegar at?a Deusa Ausrine... ?horr?el.
QUEST_LV_0200_20150918_009098	Agora voc??um Rodelero competente.{nl}Mas que tal enfrentar a Colimencia? Na mans? da fam?ia Greene.
QUEST_LV_0200_20150918_009099	Quando h?algo faltando, significa que h?espa? para melhorar.{nl}N? se preocupe. Posso ajudar.
QUEST_LV_0200_20150918_009100	Voc?vai sentir o peso disso.{nl}Mas ?melhor reconhecer suas falhas para se tornar um Rodelero melhor.{nl}
QUEST_LV_0200_20150918_009101	O que voc?fez ?realmente incr?el.{nl}Mal posso esperar para ver sua evoluo como um Mestre Sadhu.
QUEST_LV_0200_20150918_009102	Dionysus ?forte demais para n?.{nl}Nem mesmo Vakarine poder?fazer nada se for tarde demais.
QUEST_LV_0200_20150918_009103	De repente, um bando de Pescadores Vermelhos apareceu!
