ETC_20150317_000001	$Kepa
ETC_20151102_016961	OptDesc/ - Nv. de Habilidade de Coroar +1
ETC_20151102_016962	OptDesc/ - Nv. de Habilidade de Guarda Cruzada +1
ETC_20151102_016963	OptDesc/ - Nv. de Habilidade de Molinete +1
ETC_20151102_016964	OptDesc/ - Nv. de Habilidade de Golpe Horizontal +1
ETC_20151102_016965	OptDesc/ - Nv. de Habilidade de Corte Cruzado +1
ETC_20151102_016966	OptDesc/ - Nv. de Habilidade de Pancada Craniana +1
ETC_20151102_016967	OptDesc/ - Nv. de Habilidade de Corte Vertical +1
ETC_20151102_016968	OptDesc/ - Nv. de Habilidade de Pancada +1
ETC_20151102_016969	OptDesc/ - Nv. de Habilidade de Impacto +1
ETC_20151102_016970	OptDesc/ - Nv. de Habilidade de Provocação +1
ETC_20151102_016971	OptDesc/ - Nv. de Habilidade de Guardião +1
ETC_20151102_016972	OptDesc/ - Nv. de Habilidade de Lançar Escudo +1
ETC_20151102_016973	OptDesc/ - Nv. de Habilidade de Guarda Alta +1
ETC_20151102_016974	OptDesc/ - Nv. de Habilidade de Borboleta +1
ETC_20151102_016975	OptDesc/ - Nv. de Habilidade de Escudada +1
ETC_20151102_016976	OptDesc/ - Nv. de Habilidade de Punhalada +1
ETC_20151102_016977	OptDesc/ - Nv. de Habilidade de Perfurar +1
ETC_20151102_016978	OptDesc/ - Nv. de Habilidade de Finestra +1
ETC_20151102_016979	OptDesc/ - Nv. de Habilidade de Impulso Sincronizado +1
ETC_20151102_016980	OptDesc/ - Nv. de Habilidade de Salto Longo +1
ETC_20151102_016981	OptDesc/ - Nv. de Habilidade de Estocada de Lança +1
ETC_20151102_016982	OptDesc/ - Nv. de Habilidade de Arremessar Lança +1
ETC_20151102_016983	OptDesc/ - Nv. de Habilidade de Estripar +1
ETC_20151102_016984	OptDesc/ - Nv. de Habilidade de Pisotear +1
ETC_20151102_016985	OptDesc/ - Nv. de Habilidade de Fender +1
ETC_20151102_016986	OptDesc/ - Nv. de Habilidade de Rachar Crânio +1
ETC_20151102_016987	OptDesc/ - Nv. de Habilidade de Grito de Guerra +1
ETC_20151102_016988	OptDesc/ - Nv. de Habilidade de Frenesi +1
ETC_20151102_016989	OptDesc/ - Nv. de Habilidade de Sismo +1
ETC_20151102_016990	OptDesc/ - Nv. de Habilidade de Giro Gigante +1
ETC_20151102_016991	OptDesc/ - Nv. de Habilidade de Ofensiva +1
ETC_20151102_016992	OptDesc/ - Nv. de Habilidade de Empalar +1
ETC_20151102_016993	OptDesc/ - Nv. de Habilidade de Onda Terrestre +1
ETC_20151102_016994	OptDesc/ - Nv. de Habilidade de Trotar +1
ETC_20151102_016995	OptDesc/ - Nv. de Habilidade de Avanço Veloz +1
ETC_20151102_016996	OptDesc/ - Nv. de Habilidade de Ferroada da Ruína +1
ETC_20151102_016997	OptDesc/ - Nv. de Habilidade de Arremetida +1
ETC_20151102_016998	OptDesc/ - Nv. de Habilidade de Bandeira Pirata +1
ETC_20151102_016999	OptDesc/ - Nv. de Habilidade de Gancho de Ferro +1
ETC_20151102_017000	OptDesc/ - Nv. de Habilidade de Puxão Brutal +1
ETC_20151102_017001	OptDesc/ - Nv. de Habilidade de Redemoinho +1
ETC_20151102_017002	OptDesc/ - Nv. de Habilidade de Arma Dupla +1
ETC_20151102_017003	OptDesc/ - Nv. de Habilidade de Isca Amaldiçoada +1
ETC_20151102_017004	OptDesc/ - Nv. de Habilidade de Punir +1
ETC_20151102_017005	OptDesc/ - Nv. de Habilidade de Atos de Bravura +1
ETC_20151102_017006	OptDesc/ - Nv. de Habilidade de Mordschlag +1
ETC_20151102_017007	OptDesc/ - Nv. de Habilidade de Ganho Dobrado +1
ETC_20151102_017008	OptDesc/ - Nv. de Habilidade de Ciclone +1
ETC_20151102_017009	OptDesc/ - Nv. de Habilidade de Investida Blindada +1
ETC_20151102_017010	OptDesc/ - Nv. de Habilidade de Montano +1
ETC_20151102_017011	OptDesc/ - Nv. de Habilidade de Escudo Esmagador +1
ETC_20151102_017012	OptDesc/ - Nv. de Habilidade de Impulso Blindado +1
ETC_20151102_017013	OptDesc/ - Nv. de Habilidade de Empurrão +1
ETC_20151102_017014	OptDesc/ - Nv. de Habilidade de Golpe com Escudo +1
ETC_20151102_017015	OptDesc/ - Nv. de Habilidade de Avanço Diligente +1
ETC_20151102_017016	OptDesc/ - Nv. de Habilidade de Estrela Cadente +1
ETC_20151102_017017	OptDesc/ - Nv. de Habilidade de Chute Alto +1
ETC_20151102_017018	OptDesc/ - Nv. de Habilidade de Prisão +1
ETC_20151102_017019	OptDesc/ - Nv. de Habilidade de Estocada +1
ETC_20151102_017020	OptDesc/ - Nv. de Habilidade de Sept Etoiles +1
ETC_20151102_017021	OptDesc/ - Nv. de Habilidade de Attaque Coquille +1
ETC_20151102_017022	OptDesc/ - Nv. de Habilidade de Golpe Evasivo +1
ETC_20151102_017023	OptDesc/ - Nv. de Habilidade de Flanconnade +1
ETC_20151102_017024	OptDesc/ - Nv. de Habilidade de Attaque Composee +1
ETC_20151102_017025	OptDesc/ - Nv. de Habilidade de Raio de Energia +1
ETC_20151102_017026	OptDesc/ - Nv. de Habilidade de Letargia +1
ETC_20151102_017027	OptDesc/ - Nv. de Habilidade de Adormecer +1
ETC_20151102_017028	OptDesc/ - Nv. de Habilidade de Escudo Refletor +1
ETC_20151102_017029	OptDesc/ - Nv. de Habilidade de Terremoto +1
ETC_20151102_017030	OptDesc/ - Nv. de Habilidade de Feitiço Certeiro +1
ETC_20151102_017031	OptDesc/ - Nv. de Habilidade de Míssil Mágico +1
ETC_20151102_017032	OptDesc/ - Nv. de Habilidade de Bola de Fogo +1
ETC_20151102_017033	OptDesc/ - Nv. de Habilidade de Muralha de Fogo +1
ETC_20151102_017034	OptDesc/ - Nv. de Habilidade de Encantar Fogo +1
ETC_20151102_017035	OptDesc/ - Nv. de Habilidade de Labareda +1
ETC_20151102_017036	OptDesc/ - Nv. de Habilidade de Chão Flamejante +1
ETC_20151102_017037	OptDesc/ - Nv. de Habilidade de Pilar de Fogo +1
ETC_20151102_017038	OptDesc/ - Nv. de Habilidade de Sopro Infernal +1
ETC_20151102_017039	OptDesc/ - Nv. de Habilidade de Raio de Gelo +1
ETC_20151102_017040	OptDesc/ - Nv. de Habilidade de Onda Gélida +1
ETC_20151102_017041	OptDesc/ - Nv. de Habilidade de Muralha de Gelo +1
ETC_20151102_017042	OptDesc/ - Nv. de Habilidade de Explosão Gélida +1
ETC_20151102_017043	OptDesc/ - Nv. de Habilidade de Rajada +1
ETC_20151102_017044	OptDesc/ - Nv. de Habilidade de Bola de Neve +1
ETC_20151102_017045	OptDesc/ - Nv. de Habilidade de Pilar de Gelo +1
ETC_20151102_017046	OptDesc/ - Nv. de Habilidade de Pressão Psíquica +1
ETC_20151102_017047	OptDesc/ - Nv. de Habilidade de Telecinese +1
ETC_20151102_017048	OptDesc/ - Nv. de Habilidade de Troca +1
ETC_20151102_017049	OptDesc/ - Nv. de Habilidade de Teletransporte +1
ETC_20151102_017050	OptDesc/ - Nv. de Habilidade de Força Magnética +1
ETC_20151102_017051	OptDesc/ - Nv. de Habilidade de Levitar +1
ETC_20151102_017052	OptDesc/ - Nv. de Habilidade de Polo de Gravidade +1
ETC_20151102_017053	OptDesc/ - Nv. de Habilidade de Invocar +1
ETC_20151102_017054	OptDesc/ - Nv. de Habilidade de Invocar Familiar +1
ETC_20151102_017055	OptDesc/ - Nv. de Habilidade de Invocar Salamion +1
ETC_20151102_017056	OptDesc/ - Nv. de Habilidade de Vínculo Físico +1
ETC_20151102_017057	OptDesc/ - Nv. de Habilidade de Pena Conjunta +1
ETC_20151102_017058	OptDesc/ - Nv. de Habilidade de Nó de Forca +1
ETC_20151102_017059	OptDesc/ - Nv. de Habilidade de Corrente Espiritual +1
ETC_20151102_017060	OptDesc/ - Nv. de Habilidade de Cordão Umbilical +1
ETC_20151102_017061	OptDesc/ - Nv. de Habilidade de Aceleração +1
ETC_20151102_017062	OptDesc/ - Nv. de Habilidade de Reencarnar +1
ETC_20151102_017063	OptDesc/ - Nv. de Habilidade de Interromper +1
ETC_20151102_017064	OptDesc/ - Nv. de Habilidade de Lentidão +1
ETC_20151102_017065	OptDesc/ - Nv. de Habilidade de Pressa +1
ETC_20151102_017066	OptDesc/ - Nv. de Habilidade de Voltar no Tempo +1
ETC_20151102_017067	OptDesc/ - Nv. de Habilidade de Colher Cadáver +1
ETC_20151102_017068	OptDesc/ - Nv. de Habilidade de Canhão de Carne +1
ETC_20151102_017069	OptDesc/ - Nv. de Habilidade de Aro de Carne +1
ETC_20151102_017070	OptDesc/ - Nv. de Habilidade de Mastro Sujo +1
ETC_20151102_017071	OptDesc/ - Nv. de Habilidade de Torre Cadavérica +1
ETC_20151102_017072	OptDesc/ - Nv. de Habilidade de Dilatar Braço Esquerdo +1
ETC_20151102_017073	OptDesc/ - Nv. de Habilidade de Encolhimento +1
ETC_20151102_017074	OptDesc/ - Nv. de Habilidade de Dilatação +1
ETC_20151102_017075	OptDesc/ - Nv. de Habilidade de Transpor +1
ETC_20151102_017076	OptDesc/ - Nv. de Habilidade de Dilatar Braço Direito +1
ETC_20151102_017077	OptDesc/ - Nv. de Habilidade de Dilatar Cérebro +1
ETC_20151102_017078	OptDesc/ - Nv. de Habilidade de Eletrocutar +1
ETC_20151102_017079	OptDesc/ - Nv. de Habilidade de Petrificar +1
ETC_20151102_017080	OptDesc/ - Nv. de Habilidade de Granizo +1
ETC_20151102_017081	OptDesc/ - Nv. de Habilidade de Proeminência +1
ETC_20151102_017082	OptDesc/ - Nv. de Habilidade de Meteoro +1
ETC_20151102_017083	OptDesc/ - Nv. de Habilidade de Esfera Congelante +1
ETC_20151102_017084	OptDesc/ - Nv. de Habilidade de Chuva +1
ETC_20151102_017085	OptDesc/ - Nv. de Habilidade de Nuvem Gélida +1
ETC_20151102_017086	OptDesc/ - Nv. de Habilidade de Passo Veloz +1
ETC_20151102_017087	OptDesc/ - Nv. de Habilidade de Tiro Múltiplo +1
ETC_20151102_017088	OptDesc/ - Nv. de Habilidade de Tração Total +1
ETC_20151102_017089	OptDesc/ - Nv. de Habilidade de Tiro Oblíquo +1
ETC_20151102_017090	OptDesc/ - Nv. de Habilidade de Tiro Oblíquo +1
ETC_20151102_017091	OptDesc/ - Nv. de Habilidade de Tiro Pesado +1
ETC_20151102_017092	OptDesc/ - Nv. de Habilidade de Flechas Gêmeas +1
ETC_20151102_017093	OptDesc/ - Nv. de Habilidade de Mordida +1
ETC_20151102_017094	OptDesc/ - Nv. de Habilidade de Apanhar +1
ETC_20151102_017095	OptDesc/ - Nv. de Habilidade de Apontar +1
ETC_20151102_017096	OptDesc/ - Nv. de Habilidade de Avançar +1
ETC_20151102_017097	OptDesc/ - Nv. de Habilidade de Buscar +1
ETC_20151102_017098	OptDesc/ - Nv. de Habilidade de Caçada +1
ETC_20151102_017099	OptDesc/ - Nv. de Habilidade de Rosnado +1
ETC_20151102_017100	OptDesc/ - Nv. de Habilidade de Posicionar Escudo +1
ETC_20151102_017101	OptDesc/ - Nv. de Habilidade de Espalhar Estrepes +1
ETC_20151102_017102	OptDesc/ - Nv. de Habilidade de Disparar Pedra +1
ETC_20151102_017103	OptDesc/ - Nv. de Habilidade de Disparo Rápido +1
ETC_20151102_017104	OptDesc/ - Nv. de Habilidade de Desmantelar +1
ETC_20151102_017105	OptDesc/ - Nv. de Habilidade de Tiro Acelerado +1
ETC_20151102_017106	OptDesc/ - Nv. de Habilidade de Barragem +1
ETC_20151102_017107	OptDesc/ - Nv. de Habilidade de Tiro Perfurante +1
ETC_20151102_017108	OptDesc/ - Nv. de Habilidade de Disparo Crítico +1
ETC_20151102_017109	OptDesc/ - Nv. de Habilidade de Mira Firme +1
ETC_20151102_017110	OptDesc/ - Nv. de Habilidade de Flecha Bomba-Relógio +1
ETC_20151102_017111	OptDesc/ - Nv. de Habilidade de Tiro Fragmentado +1
ETC_20151102_017112	OptDesc/ - Nv. de Habilidade de Flecha Espiral +1
ETC_20151102_017113	OptDesc/ - Nv. de Habilidade de Barreira de Estacas +1
ETC_20151102_017114	OptDesc/ - Nv. de Habilidade de Ocultar +1
ETC_20151102_017115	OptDesc/ - Nv. de Habilidade de Mina Claymore +1
ETC_20151102_017116	OptDesc/ - Nv. de Habilidade de Estaca Punji +1
ETC_20151102_017117	OptDesc/ - Nv. de Habilidade de Detonar Armadilhas +1
ETC_20151102_017118	OptDesc/ - Nv. de Habilidade de Armadilha Giratória +1
ETC_20151102_017119	OptDesc/ - Nv. de Habilidade de Coleira Bomba +1
ETC_20151102_017120	OptDesc/ - Nv. de Habilidade de Arame Farpado +1
ETC_20151102_017121	OptDesc/ - Nv. de Habilidade de Desintoxicar +1
ETC_20151102_017122	OptDesc/ - Nv. de Habilidade de Dardo Venenoso +1
ETC_20151102_017123	OptDesc/ - Nv. de Habilidade de Enfeitiçar +1
ETC_20151102_017124	OptDesc/ - Nv. de Habilidade de Wugong Gu +1
ETC_20151102_017125	OptDesc/ - Nv. de Habilidade de Zhendu +1
ETC_20151102_017126	OptDesc/ - Nv. de Habilidade de Lançar Pote Gu +1
ETC_20151102_017127	OptDesc/ - Nv. de Habilidade de Jincan Gu +1
ETC_20151102_017128	OptDesc/ - Nv. de Habilidade de Flecha Sibilante +1
ETC_20151102_017129	OptDesc/ - Nv. de Habilidade de Sinalizador +1
ETC_20151102_017130	OptDesc/ - Nv. de Habilidade de Ocultação +1
ETC_20151102_017131	OptDesc/ - Nv. de Habilidade de Distorção +1
ETC_20151102_017132	OptDesc/ - Nv. de Habilidade de Examinar +1
ETC_20151102_017133	OptDesc/ - Nv. de Habilidade de Flecha Dividida +1
ETC_20151102_017134	OptDesc/ - Nv. de Habilidade de Golpe Furtivo +1
ETC_20151102_017135	OptDesc/ - Nv. de Habilidade de Simulação +1
ETC_20151102_017136	OptDesc/ - Nv. de Habilidade de Captura +1
ETC_20151102_017137	OptDesc/ - Nv. de Habilidade de Vingança +1
ETC_20151102_017138	OptDesc/ - Nv. de Habilidade de Entocar +1
ETC_20151102_017139	OptDesc/ - Nv. de Habilidade de Evasão +1
ETC_20151102_017140	OptDesc/ - Nv. de Habilidade de Gás Lacrimogêneo +1
ETC_20151102_017141	OptDesc/ - Nv. de Habilidade de Punhalada pelas Costas +1
ETC_20151102_017142	OptDesc/ - Nv. de Habilidade de Tiro Concentrado +1
ETC_20151102_017143	OptDesc/ - Nv. de Habilidade de Tiro Forte +1
ETC_20151102_017144	OptDesc/ - Nv. de Habilidade de Ataque Móvel +1
ETC_20151102_017145	OptDesc/ - Nv. de Habilidade de Retirada +1
ETC_20151102_017146	OptDesc/ - Nv. de Habilidade de Flecha Sangrenta +1
ETC_20151102_017147	OptDesc/ - Nv. de Habilidade de Flecha Perfurante +1
ETC_20151102_017148	OptDesc/ - Nv. de Habilidade de Flecha Farpada +1
ETC_20151102_017149	OptDesc/ - Nv. de Habilidade de Fogo Cruzado +1
ETC_20151102_017150	OptDesc/ - Nv. de Habilidade de Flecha Mágica +1
ETC_20151102_017151	OptDesc/ - Nv. de Habilidade de Singijeon +1
ETC_20151102_017152	OptDesc/ - Nv. de Habilidade de Poleiro +1
ETC_20151102_017153	OptDesc/ - Nv. de Habilidade de Circulando +1
ETC_20151102_017154	OptDesc/ - Nv. de Habilidade de Pairando +1
ETC_20151102_017155	OptDesc/ - Nv. de Habilidade de Faisão +1
ETC_20151102_017156	OptDesc/ - Nv. de Habilidade de Disparo Suspenso +1
ETC_20151102_017157	OptDesc/ - Nv. de Habilidade de Tiro de Canhão +1
ETC_20151102_017158	OptDesc/ - Nv. de Habilidade de Abater +1
ETC_20151102_017159	OptDesc/ - Nv. de Habilidade de Explosão de Cerco +1
ETC_20151102_017160	OptDesc/ - Nv. de Habilidade de Explosão de Canhão +1
ETC_20151102_017161	OptDesc/ - Nv. de Habilidade de Curar +1
ETC_20151102_017162	OptDesc/ - Nv. de Habilidade de Cura +1
ETC_20151102_017163	OptDesc/ - Nv. de Habilidade de Zona Segura +1
ETC_20151102_017164	OptDesc/ - Nv. de Habilidade de Zona Desprotegida +1
ETC_20151102_017165	OptDesc/ - Nv. de Habilidade de Força Divina +1
ETC_20151102_017166	OptDesc/ - Nv. de Habilidade de Desvanecer +1
ETC_20151102_017167	OptDesc/ - Nv. de Habilidade de Santo Guardião +1
ETC_20151102_017168	OptDesc/ - Nv. de Habilidade de Aspersão +1
ETC_20151102_017169	OptDesc/ - Nv. de Habilidade de Ostentório +1
ETC_20151102_017170	OptDesc/ - Nv. de Habilidade de Bênção +1
ETC_20151102_017171	OptDesc/ - Nv. de Habilidade de Sacramento +1
ETC_20151102_017172	OptDesc/ - Nv. de Habilidade de Reviver +1
ETC_20151102_017173	OptDesc/ - Nv. de Habilidade de Cura Coletiva +1
ETC_20151102_017174	OptDesc/ - Nv. de Habilidade de Exorcismo +1
ETC_20151102_017175	OptDesc/ - Nv. de Habilidade de Pele Pétrea +1
ETC_20151102_017176	OptDesc/ - Nv. de Habilidade de Aukuras +1
ETC_20151102_017177	OptDesc/ - Nv. de Habilidade de Zalciai +1
ETC_20151102_017178	OptDesc/ - Nv. de Habilidade de Daino +1
ETC_20151102_017179	OptDesc/ - Nv. de Habilidade de Zaibas +1
ETC_20151102_017180	OptDesc/ - Nv. de Habilidade de Estigma Divino +1
ETC_20151102_017181	OptDesc/ - Nv. de Habilidade de Melstis +1
ETC_20151102_017182	OptDesc/ - Nv. de Habilidade de Maldição +1
ETC_20151102_017183	OptDesc/ - Nv. de Habilidade de Efígie +1
ETC_20151102_017184	OptDesc/ - Nv. de Habilidade de Zombificar +1
ETC_20151102_017185	OptDesc/ - Nv. de Habilidade de Mackangdal +1
ETC_20151102_017186	OptDesc/ - Nv. de Habilidade de Bwa Kayiman +1
ETC_20151102_017187	OptDesc/ - Nv. de Habilidade de Samediveve +1
ETC_20151102_017188	OptDesc/ - Nv. de Habilidade de Ogouveve +1
ETC_20151102_017189	OptDesc/ - Nv. de Habilidade de Damballa +1
ETC_20151102_017190	OptDesc/ - Nv. de Habilidade de Chortasmata +1
ETC_20151102_017191	OptDesc/ - Nv. de Habilidade de Planta Carnívora +1
ETC_20151102_017192	OptDesc/ - Nv. de Habilidade de Sterea Trofh +1
ETC_20151102_017193	OptDesc/ - Nv. de Habilidade de Transformação +1
ETC_20151102_017194	OptDesc/ - Nv. de Habilidade de Metamorfose +1
ETC_20151102_017195	OptDesc/ - Nv. de Habilidade de Telepatia +1
ETC_20151102_017196	OptDesc/ - Nv. de Habilidade de Projeção Astral +1
ETC_20151102_017197	OptDesc/ - Nv. de Habilidade de Explosão Astral +1
ETC_20151102_017198	OptDesc/ - Nv. de Habilidade de Vashita Siddhi +1
ETC_20151102_017199	OptDesc/ - Nv. de Habilidade de Possessão +1
ETC_20151102_017200	OptDesc/ - Nv. de Habilidade de Estátua da Deusa Vakarine +1
ETC_20151102_017201	OptDesc/ - Nv. de Habilidade de Estátua da Deusa Zemyna +1
ETC_20151102_017202	OptDesc/ - Nv. de Habilidade de Estátua da Deusa Laima +1
ETC_20151102_017203	OptDesc/ - Nv. de Habilidade de Entalhar +1
ETC_20151102_017204	OptDesc/ - Nv. de Habilidade de Esculpir Coruja +1
ETC_20151102_017205	OptDesc/ - Nv. de Habilidade de Esculpir Árvore da Vida +1
ETC_20151102_017206	OptDesc/ - Nv. de Habilidade de Estátua da Deusa Ausrine +1
ETC_20151102_017207	OptDesc/ - Nv. de Habilidade de Energia Arcana +1
ETC_20151102_017208	OptDesc/ - Nv. de Habilidade de Alterar +1
ETC_20151102_017209	OptDesc/ - Nv. de Habilidade de Contrafeitiço +1
ETC_20151102_017210	OptDesc/ - Nv. de Habilidade de Previsão +1
ETC_20151102_017211	OptDesc/ - Nv. de Habilidade de Profecia +1
ETC_20151102_017212	OptDesc/ - Nv. de Habilidade de Pele de Ferro +1
ETC_20151102_017213	OptDesc/ - Nv. de Habilidade de Soco Duplo +1
ETC_20151102_017214	OptDesc/ - Nv. de Habilidade de Palma Vigorosa +1
ETC_20151102_017215	OptDesc/ - Nv. de Habilidade de Mão Cortante +1
ETC_20151102_017216	OptDesc/ - Nv. de Habilidade de Explosão de Energia +1
ETC_20151102_017217	OptDesc/ - Nv. de Habilidade de Soco Próximo +1
ETC_20151102_017218	OptDesc/ - Nv. de Habilidade de Dedo Divino +1
ETC_20151102_017219	OptDesc/ - Nv. de Habilidade de Escudo do Sino Dourado +1
ETC_20151102_017220	OptDesc/ - Nv. de Habilidade de Simonia +1
ETC_20151102_017221	OptDesc/ - Nv. de Habilidade de Indulgência +1
ETC_20151102_017222	OptDesc/ - Nv. de Habilidade de Mal Discriminado +1
ETC_20151102_017223	OptDesc/ - Nv. de Habilidade de Ampliar Defesa Mágica +1
ETC_20151102_017224	OptDesc/ - Nv. de Habilidade de Oferenda +1
ETC_20151102_017225	OptDesc/ - Nv. de Habilidade de Punição +1
ETC_20151102_017226	OptDesc/ - Nv. de Habilidade de Restauração +1
ETC_20151102_017227	OptDesc/ - Nv. de Habilidade de Resistência Elemental +1
ETC_20151102_017228	OptDesc/ - Nv. de Habilidade de Exorcizar +1
ETC_20151102_017229	OptDesc/ - Nv. de Habilidade de Conversão +1
ETC_20151102_017230	OptDesc/ - Nv. de Habilidade de Barreira +1
ETC_20151102_017231	OptDesc/ - Nv. de Habilidade de Convicção +1
ETC_20151102_017232	Configurações de Pontos de Conquista
ETC_20151102_017233	Conquistas de ClassName
ETC_20151102_017234	Ocorreu um problema na confirmação da sua idade. Tente conectar novamente mais tarde.
ETC_20151102_017235	O nome inserido não pertence a um membro de Nexon.com
ETC_20151102_017236	O jogo foi encerrado para concluir uma solicitação de desligamento.
ETC_20151102_017237	O jogo foi encerrado para concluir uma solicitação de desligamento do usuário.
ETC_20151102_017238	O jogo foi encerrado.
